,imdb_id,imdb_metascore,title
23827,tt2388558,n/a,Kidnapped for Christ
23830,tt2626350,45.0,Step Up All In
23834,tt3214002,40.0,Video Games: The Movie
23835,tt3822614,n/a,The Girl Who Talked to Dolphins
23838,tt3743126,n/a,Sharktopus vs Pteracuda
23845,tt2581244,50.0,Life After Beth
23849,tt2402603,52.0,Felony
23850,tt2345737,64.0,The Rover
23851,tt3793686,n/a,Slaying the Badger
23854,tt2473602,71.0,Get on Up
23861,tt2870756,54.0,Magic in the Moonlight
23868,tt2758880,88.0,Winter Sleep
23871,tt2675914,74.0,In Order of Disappearance
23872,tt3504048,76.0,Housebound
23877,tt2980648,55.0,The Hundred-Foot Journey
23878,tt3139086,n/a,Batman: Assault on Arkham
23891,tt3576084,69.0,Zero Motivation
23897,tt1291150,31.0,Teenage Mutant Ninja Turtles
23899,tt3621802,n/a,Death in Buenos Aires
23902,tt2481480,63.0,Rob the Mob
23905,tt2452470,n/a,The Reckoning
23906,tt0435651,47.0,The Giver
23908,tt2140577,53.0,The Pretty One
23909,tt1396523,36.0,Revenge of the Green Dragons
23918,tt1924435,30.0,Let's Be Cops
23931,tt3606698,n/a,Antboy: Revenge of the Red Fury
23932,tt3638012,n/a,Appleseed Alpha
23939,tt2091325,25.0,Bad Johnson
23942,tt3097204,55.0,The Inbetweeners 2
23951,tt3677466,n/a,Age of Tomorrow
23957,tt0458481,46.0,Sin City: A Dame to Kill For
23958,tt2114461,16.0,Authors Anonymous
23962,tt1355630,46.0,If I Stay
23972,tt2517658,55.0,The Canal
23973,tt2043933,75.0,Night Moves
23988,tt2758890,71.0,Welcome to New York
23989,tt2737050,89.0,"Two Days, One Night"
23990,tt2901962,n/a,Kummeli V
24009,tt3005242,44.0,Cantinflas
24010,tt2799166,24.0,The Pyramid
24011,tt1988621,22.0,Exists
24014,tt3461828,n/a,Cat Run 2
24015,tt2870612,38.0,"As Above, So Below"
24019,tt3813916,n/a,A Blast
24026,tt2756032,66.0,The One I Love
24034,tt2093990,n/a,El niño
24038,tt2980592,76.0,The Guest
24040,tt2345613,n/a,Leprechaun: Origins
24041,tt2174896,66.0,To Be Takei
24043,tt2123146,n/a,Angry Video Game Nerd: The Movie
24054,tt3889036,n/a,Nixon by Nixon: In His Own Words
24063,tt3595024,n/a,Mi Amigo Hugo
24075,tt1726592,41.0,Before I Go to Sleep
24076,tt3410666,n/a,Pay 2 Play: Democracy's High Stakes
24078,tt2800038,9.0,Atlas Shrugged Part III: Who is John Galt?
24081,tt3169706,79.0,Pride
24082,tt2106361,44.0,Into the Storm
24083,tt1666335,46.0,The Calling
24086,tt3177316,65.0,Honeymoon
24087,tt2920808,51.0,God's Pocket
24089,tt1600196,69.0,The Drop
24092,tt2920540,83.0,"20,000 Days on Earth"
24093,tt1826730,n/a,Captivated: The Trials of Pamela Smart
24094,tt3983732,n/a,A Good Job: Stories of the FDNY
24096,tt1571249,74.0,The Skeleton Twins
24097,tt2231489,n/a,Saint Seiya: Legend of Sanctuary
24121,tt1790864,57.0,The Maze Runner
24122,tt2011159,26.0,No Good Deed
24123,tt2994190,54.0,Camp X-Ray
24138,tt3062074,n/a,Sharknado 2: The Second One
24139,tt2717860,54.0,The Riot Club
24140,tt0365907,57.0,A Walk Among the Tombstones
24141,tt2960450,69.0,The Galapagos Affair: Satan Came to Eden
24142,tt2908856,52.0,My Old Lady
24144,tt3478510,73.0,1971
24145,tt2917566,n/a,The Other One
24146,tt1906384,30.0,Affluenza
24147,tt3383040,n/a,700 Sundays
24148,tt2034031,63.0,Laggies
24153,tt2141751,58.0,God Help the Girl
24154,tt3108430,n/a,Misconception
24155,tt3593932,n/a,The Last Season
24158,tt2725962,54.0,What We Did on Our Holiday
24162,tt2417970,n/a,Dead Within
24164,tt2121382,87.0,Force Majeure
24179,tt2398231,68.0,The Homesman
24181,tt1621046,51.0,Cesar Chavez
24186,tt3244992,n/a,Trailer Park Boys: Don't Legalize It
24190,tt3108158,55.0,The World of Kanako
24191,tt2402157,38.0,The November Man
24195,tt2238050,51.0,White Bird in a Blizzard
24199,tt2125501,n/a,"Electric Boogaloo: The Wild, Untold Story of Cannon Films"
24200,tt1934195,n/a,The Occupants
24201,tt3569356,1.0,Not Cool
24202,tt3042408,n/a,Who Am I
24207,tt2818178,54.0,When Animals Dream
24208,tt0787474,61.0,The Boxtrolls
24211,tt2387589,n/a,The Girl on the Train
24226,tt1371150,44.0,This Is Where I Leave You
24236,tt3521134,92.0,The Look of Silence
24240,tt2102496,30.0,Cabin Fever: Patient Zero
24241,tt2179136,72.0,American Sniper
24242,tt2093995,68.0,Fort Bliss
24243,tt3099498,55.0,Tusk
24246,tt1626146,29.0,Hector and the Search for Happiness
24250,tt3263996,89.0,The Overnighters
24254,tt1745787,78.0,The Tribe
24256,tt2369317,49.0,Space Station 76
24258,tt3322940,37.0,Annabelle
24268,tt2409818,47.0,Open Windows
24269,tt2955096,70.0,Happy Christmas
24270,tt2140619,45.0,Two Night Stand
24278,tt0829150,40.0,Dracula Untold
24284,tt2494280,n/a,Stretch
24291,tt1971325,37.0,Automata
24292,tt1085492,19.0,The Prince
24311,tt2326612,36.0,The Captive
24312,tt2396721,32.0,The Scribbler
24315,tt2397535,69.0,Predestination
24319,tt2371399,59.0,Moomins on the Riviera
24336,tt3766424,n/a,Bad Grandpa .5
24343,tt3416742,76.0,What We Do in the Shadows
24344,tt2192016,77.0,The Dark Horse
24345,tt1863192,n/a,Corn Island
24348,tt3645982,n/a,The Newburgh Sting
24350,tt1972779,29.0,The Best of Me
24351,tt2911666,68.0,John Wick
24352,tt2556874,32.0,Plastic
24354,tt3202890,26.0,Reclaim
24357,tt1872194,48.0,The Judge
24358,tt3729920,57.0,The Disappearance of Eleanor Rigby: Them
24359,tt2639344,82.0,Love Is Strange
24363,tt1778338,37.0,The Culture High
24364,tt4067256,n/a,Recipe for Love
24366,tt2713180,64.0,Fury
24367,tt3647110,n/a,My Boyfriends' Dogs
24368,tt2720680,64.0,The Salvation
24370,tt2095649,21.0,Grace of Monaco
24372,tt2170593,64.0,St. Vincent
24374,tt2693664,47.0,Young Ones
24376,tt3283556,68.0,Land Ho!
24388,tt3343136,n/a,Sleeping Beauty
24389,tt2190838,39.0,Stage Fright
24407,tt1698641,54.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
24410,tt3676596,n/a,My Brother the Terrorist
24413,tt2467046,12.0,Left Behind
24418,tt2616810,83.0,Blind
24423,tt3273636,n/a,Tour de Force
24424,tt3518988,61.0,Harmontown
24426,tt2960930,38.0,Extraterrestrial
24430,tt2509850,51.0,The Rewrite
24431,tt2510434,46.0,Alien Abduction
24438,tt1204977,38.0,Ouija
24439,tt3511812,n/a,Stop at Nothing: The Lance Armstrong Story
24440,tt3288290,n/a,Leave the World Behind
24445,tt2872718,76.0,Nightcrawler
24447,tt1951095,50.0,Child of God
24455,tt2245084,74.0,Big Hero 6
24457,tt3439114,n/a,Disaster L.A.: The Last Zombie Apocalypse Begins Here
24459,tt3253930,n/a,Marshland
24464,tt2262227,67.0,The Book of Life
24465,tt1638002,44.0,"Love, Rosie"
24468,tt2934696,n/a,Hard Sun
24469,tt3104818,43.0,"Like Sunday, Like Rain"
24470,tt2669336,50.0,Time Lapse
24483,tt2967988,n/a,They Have Escaped
24496,tt3060492,47.0,Before I Disappear
24497,tt2621742,n/a,Crimes Against Humanity
24505,tt3260514,n/a,Bronx Obama
24509,tt2473794,94.0,Mr. Turner
24511,tt2459156,71.0,Copenhagen
24512,tt3237082,n/a,Serial Killer Culture
24519,tt2481496,n/a,Mercy
24541,tt2992552,n/a,Seal Team Eight: Behind Enemy Lines
24562,tt2268458,61.0,These Final Hours
24565,tt3390572,n/a,Haider
24575,tt3348102,n/a,Stereo
24589,tt1837613,64.0,Northern Soul
24634,tt3012698,n/a,Olive Kitteridge
24635,tt2802154,92.0,Leviathan
24640,tt1100089,81.0,Foxcatcher
24699,tt3776288,n/a,Sniper: Legacy
24700,tt2403558,40.0,Catch Hell
24702,tt1198156,56.0,You're Not You
24716,tt2910342,n/a,Dakota's Summer
24720,tt1772264,52.0,Stonehearst Asylum
24728,tt2870808,57.0,Life Partners
24729,tt3546114,n/a,Anatomy of a Love Seen
24731,tt2968804,29.0,Drive Hard
24763,tt3100636,71.0,52 Tuesdays
24766,tt2382090,n/a,Die Fighting
24767,tt2282016,34.0,The Possession of Michael King
24779,tt2310109,54.0,Small Time
24803,tt1385543,22.0,Dark House
24806,tt3268030,66.0,Advanced Style
24808,tt2832470,59.0,Dead Snow 2: Red vs. Dead
24829,tt3010660,n/a,Stromberg - Der Film
24854,tt3701804,n/a,"Fat, Sick & Nearly Dead 2"
24855,tt1247690,36.0,Serena
24860,tt2084970,73.0,The Imitation Game
24861,tt1791528,81.0,Inherent Vice
24862,tt3825638,62.0,Labyrinth of Lies
24865,tt3013602,n/a,Babysitting
24870,tt1798243,52.0,Rudderless
24873,tt1951265,64.0,The Hunger Games: Mockingjay - Part 1
24879,tt3062880,90.0,Gett: The Trial of Viviane Amsalem
24880,tt2752688,67.0,Rosewater
24881,tt3784160,n/a,Valley Uprising
24882,tt3575800,n/a,United States of Secrets (Part One): The Program
24883,tt2751310,34.0,Sex Ed
24885,tt2180994,43.0,A Good Marriage
24886,tt1702014,71.0,The Way He Looks
24897,tt1528100,52.0,Exodus: Gods and Kings
24900,tt1921149,50.0,Trash
24902,tt3011894,77.0,Wild Tales
24904,tt4127138,n/a,Ambition
24907,tt2381335,71.0,Fed Up
24939,tt2096672,36.0,Dumb and Dumber To
24943,tt2064968,34.0,The Longest Week
24945,tt3904186,85.0,Tales of the Grim Sleeper
24946,tt2531282,61.0,The Yes Men Are Revolting
24952,tt3128900,43.0,Miss Meadows
24953,tt3534838,n/a,Too Many Cooks
24955,tt2012665,n/a,Repentance
24956,tt2760634,n/a,Quantum Love
24959,tt2235108,79.0,Dear White People
24971,tt2435458,40.0,Last Weekend
24975,tt2691734,48.0,October Gale
24977,tt2343621,n/a,Liar's Dice
24980,tt2375278,n/a,BFFs
24982,tt2980516,72.0,The Theory of Everything
24983,tt3139538,58.0,Amira & Sam
24991,tt2978462,58.0,Dolphin Tale 2
24996,tt2247476,41.0,When the Game Stands Tall
24998,tt2926810,53.0,ABCs of Death 2
25009,tt3184934,74.0,The New Girlfriend
25010,tt2978426,n/a,"Sex, Love & Therapy"
25012,tt3985434,n/a,"Bangkok, We Have A Problem!"
25024,tt3455224,95.0,Virunga
25028,tt3704538,38.0,V/H/S: Viral
25031,tt3458776,n/a,Happiness
25038,tt3115712,72.0,The Heart Machine
25039,tt2793490,49.0,Starry Eyes
25041,tt3398268,72.0,When Marnie Was There
25042,tt0862748,n/a,Lupin the 3rd
25043,tt1717715,n/a,The Monkey King
25044,tt1865505,85.0,Song of the Sea
25045,tt2859246,n/a,Rakuen Tsuihou - Expelled from Paradise
25046,tt2865558,n/a,Kiki's Delivery Service
25050,tt3125324,73.0,Beyond the Lights
25059,tt2557256,32.0,Iceman
25075,tt3762944,n/a,Hello Ladies: The Movie
25078,tt3093546,76.0,Listen Up Philip
25086,tt4044364,88.0,Citizenfour
25092,tt3759416,n/a,Asterix: The Mansions of the Gods
25094,tt3387648,n/a,The Taking of Deborah Logan
25097,tt2593392,67.0,Alive Inside
25101,tt2402619,31.0,Hit by Lightning
25107,tt2343380,n/a,The Boy in the Mirror
25110,tt2170439,40.0,Horrible Bosses 2
25184,tt1911658,53.0,Penguins of Madagascar
25187,tt3213142,n/a,Hotline
25188,tt1730760,24.0,Fugly!
25189,tt2883434,45.0,Black or White
25190,tt2412568,n/a,Ragamuffin
25192,tt2614684,83.0,'71
25193,tt2809082,n/a,Bastards
25194,tt3007512,50.0,The Water Diviner
25198,tt2404171,n/a,Altman
25199,tt3316960,72.0,Still Alice
25201,tt3801438,n/a,Grumpy Cat's Worst Christmas Ever
25202,tt1109624,77.0,Paddington
25205,tt2300975,37.0,Jessabelle
25208,tt1031658,n/a,Beautiful Girl
25209,tt1942971,68.0,Showrunners: The Art of Running a TV Show
25215,tt3919322,n/a,Scooby-Doo! Frankencreepy
25218,tt3091282,49.0,Burt's Buzz
25222,tt3622120,n/a,Kajaki
25224,tt3625352,55.0,Summer of Blood
25247,tt1567437,58.0,The Voices
25257,tt2551396,31.0,Come Back to Me
25258,tt3596200,n/a,Trailer Park Boys: Live at the North Pole
25261,tt2375597,n/a,Almost Married
25264,tt3068192,n/a,Grace
25274,tt2304915,67.0,The Green Prince
25275,tt3311900,n/a,Castles in the Sky
25276,tt3302820,n/a,Cowspiracy: The Sustainability Secret
25278,tt1778931,35.0,Manny
25287,tt4075578,n/a,Wanderers
25288,tt2452254,78.0,Clouds of Sils Maria
25289,tt1274586,31.0,Dying of the Light
25293,tt2781516,n/a,WolfCop
25316,tt2543702,n/a,By the Gun
25328,tt2724236,n/a,Tell
25330,tt1216491,60.0,Kill the Messenger
25376,tt3699508,n/a,Jarhead 2: Field of Fire
25377,tt2130270,57.0,The Mule
25384,tt3486392,n/a,Jingle All the Way 2
25390,tt2310332,59.0,The Hobbit: The Battle of the Five Armies
25392,tt1020072,88.0,Selma
25393,tt1809398,59.0,Unbroken
25394,tt2261331,62.0,Black Sea
25396,tt2567038,n/a,The Frame
25411,tt2652092,65.0,The Good Lie
25412,tt0403935,n/a,Action Jackson
25414,tt2526846,n/a,I Am Santa Claus
25418,tt2392385,n/a,Lap Dance
25431,tt2139555,30.0,Playing It Cool
25454,tt2298394,33.0,Free the Nipple
25455,tt3797142,n/a,Bachelor Night
25457,tt2326554,81.0,A Girl Walks Home Alone at Night
25459,tt2833074,n/a,1987
25465,tt3612616,74.0,Mommy
25466,tt2937898,79.0,A Most Violent Year
25467,tt2305051,76.0,Wild
25474,tt2421956,85.0,Butterfly Girl
25476,tt2784678,81.0,Top Five
25477,tt3823690,n/a,Bill Burr: I'm Sorry You Feel That Way
25496,tt3003800,69.0,Amour fou
25497,tt2275946,n/a,Redirected
25498,tt1572306,n/a,Don't Blink
25501,tt1126590,62.0,Big Eyes
25503,tt2180411,69.0,Into the Woods
25523,tt3179568,38.0,"Men, Women & Children"
25527,tt2409300,51.0,Killers
25531,tt3696720,n/a,Ascension
25532,tt2788710,52.0,The Interview
25539,tt2692250,47.0,Night at the Museum: Secret of the Tomb
25552,tt2107861,n/a,Walking on Sunshine
25559,tt2437548,62.0,Goodbye to All That
25561,tt3506224,n/a,Presidentintekijät
25562,tt2314824,18.0,Behaving Badly
25564,tt3019796,n/a,Nicholas on Holiday
25568,tt2359381,36.0,Days and Nights
25587,tt4045488,n/a,Quatsch und die Nasenbärbande
25619,tt3441700,n/a,Nick Offerman: American Ham
25620,tt2396436,n/a,Lemon Tree Passage
25622,tt1121096,30.0,Seventh Son
25628,tt3720794,89.0,National Gallery
25646,tt3788052,n/a,Corner Gas: The Movie
25648,tt2937752,n/a,Common
25691,tt2980708,21.0,Let's Kill Ward's Wife
25695,tt0910885,28.0,A Merry Friggin' Christmas
25696,tt2505294,n/a,Ask Me Anything
25708,tt2514338,77.0,Jauja
25709,tt2480454,n/a,The Grump
25710,tt3097490,n/a,Summertime
25711,tt2421230,n/a,Boy Upside Down
25713,tt3435570,n/a,The Swedish Moment
25714,tt2965842,n/a,Raspberry Boat Refugee
25719,tt1823664,33.0,Annie
25721,tt2338151,n/a,PK
25726,tt3534842,n/a,Finders Keepers
25747,tt2785390,15.0,America: Imagine the World Without Her
25752,tt2961890,78.0,Rocks in my Pockets
25755,tt2368635,70.0,Bird People
25758,tt3516378,n/a,Miss Granny
25772,tt2965412,52.0,Comet
25777,tt2065898,n/a,From Above
25795,tt3078296,n/a,The Invisible Boy
25800,tt3473654,n/a,Toy Story That Time Forgot
25802,tt3674140,83.0,The Salt of the Earth
25814,tt3096712,n/a,The Snow White Murder Case
25830,tt3560686,83.0,The Fool
25835,tt2446042,26.0,Taken 3
25850,tt3526098,n/a,Headfirst
25851,tt3298522,n/a,"Eila, Rampe ja Likka"
25855,tt2724304,n/a,Korso
25857,tt2452200,49.0,Son of a Gun
25878,tt2339741,42.0,The Woman in Black 2: Angel of Death
25923,tt3837196,n/a,Man on High Heels
25925,tt3173524,n/a,Sotto una buona stella
25927,tt2210781,35.0,Lullaby
25928,tt2916416,n/a,Over Your Dead Body
25930,tt3578504,67.0,Korengal
25937,tt3132094,n/a,"Pancho, el perro millonario"
25943,tt3214248,23.0,All Relative
25944,tt2314036,n/a,Imagine I'm Beautiful
25950,tt1224378,n/a,Forbidden Kingdom
25956,tt3132738,n/a,Houdini
25973,tt3004852,n/a,The Color of Rain
25987,tt3138104,n/a,The Hungover Games
25997,tt3465456,n/a,The White Haired Witch of Lunar Kingdom
26004,tt2570858,87.0,The Duke of Burgundy
26005,tt3264102,83.0,Red Army
26016,tt2465140,31.0,The Single Moms Club
26028,tt4008652,55.0,I Am Ali
26029,tt3074780,64.0,Supermensch: The Legend of Shep Gordon
26033,tt2962726,27.0,The Anomaly
26034,tt1403862,n/a,Sinbad: The Fifth Voyage
26042,tt2561546,47.0,The Town that Dreaded Sundown
26068,tt2400275,75.0,Goodbye to Language
26075,tt1541110,n/a,The Final Girl
26090,tt2461132,n/a,Happy New Year
26114,tt3118958,n/a,Lizzie Borden Took An Ax
26126,tt2808680,n/a,No Thanks
26128,tt2597242,47.0,At the Devil's Door
26150,tt2328773,n/a,The (Dead Mothers) Club
26170,tt3742040,n/a,Katt Williams: Priceless: Afterlife
26213,tt2328490,n/a,The Formula
26234,tt2554714,n/a,Haunting of the Innocent
26286,tt2215077,51.0,Half of a Yellow Sun
26332,tt2402985,52.0,Ping Pong Summer
26403,tt3468260,n/a,JLA Adventures: Trapped in Time
26404,tt3138376,n/a,Joy Ride 3
26414,tt2761578,n/a,Wicked Blood
26445,tt3745840,n/a,Expecting Amish
26484,tt2490004,n/a,The Little Rascals Save the Day
26551,tt3321428,n/a,Torrente 5: Operación Eurovegas
26572,tt2113659,49.0,Elsa & Fred
26575,tt3520564,n/a,Melbourne
26577,tt2326574,25.0,The Identical
26580,tt3204144,63.0,Love at First Fight
26648,tt2404583,22.0,Ironclad 2: Battle for Blood
26705,tt2611026,61.0,The Hornet's Nest
26751,tt3549508,72.0,Nas: Time Is Illmatic
26863,tt3992752,n/a,Women Aren't Funny
26867,tt3442006,49.0,Cake
26904,tt3317326,n/a,The Trip to Bountiful
27014,tt1485761,48.0,"No God, No Master"
27038,tt2359307,n/a,Squatters
27092,tt3569326,n/a,Hollidaysburg
27123,tt3341832,n/a,Voodoo Possession
27144,tt1698647,n/a,Delirium
27148,tt2039393,55.0,The Gambler
27149,tt3090252,66.0,Dinosaur 13
