,imdb_id,imdb_metascore,title
12980,tt0981227,64.0,Nick and Norah's Infinite Playlist
12983,tt1029234,n/a,Martyrs
12987,tt0972883,61.0,Red
12988,tt1224448,n/a,Part of the Weekend Never Dies
12990,tt0929425,87.0,Gomorrah
12992,tt0809504,14.0,The Accidental Husband
12994,tt0864761,62.0,The Duchess
12995,tt0913951,n/a,Alone in the Dark 2
12999,tt1084950,82.0,Rachel Getting Married
13000,tt0758774,57.0,Body of Lies
13001,tt0970411,58.0,City of Ember
13006,tt0467197,31.0,Max Payne
13007,tt0911024,77.0,The Pool
13008,tt1007028,56.0,Zack and Miri Make a Porno
13009,tt1175491,56.0,W.
13010,tt1046163,34.0,My Best Friend's Girl
13013,tt0383028,67.0,"Synecdoche, New York"
13016,tt0416212,57.0,The Secret Life of Bees
13017,tt1054588,57.0,Flash of Genius
13018,tt1190617,20.0,An American Carol
13020,tt1063669,n/a,The Wave
13025,tt0963743,n/a,"Angus, Thongs and Perfect Snogging"
13027,tt1142798,49.0,The Family That Preys
13028,tt0885415,n/a,The Flight Before Christmas
13029,tt1082868,53.0,Quarantine
13033,tt1031254,n/a,Lost Boys: The Tribe
13034,tt0482572,45.0,Pride and Glory
13036,tt0469903,58.0,The Express
13042,tt1032755,53.0,RockNRolla
13044,tt0962726,57.0,High School Musical 3: Senior Year
13049,tt1054486,n/a,Futurama: Bender's Game
13053,tt0479952,61.0,Madagascar: Escape 2 Africa
13054,tt1101026,n/a,Admiral
13056,tt0861689,45.0,Blindness
13057,tt0824747,63.0,Changeling
13060,tt1010048,86.0,Slumdog Millionaire
13061,tt0830515,58.0,Quantum of Solace
13062,tt1042499,26.0,Filth and Wisdom
13064,tt0430922,61.0,Role Models
13067,tt0976060,63.0,Tokyo!
13068,tt1183732,n/a,Tokyo Gore Police
13072,tt1130988,64.0,JCVD
13084,tt0772181,n/a,Krabat and the Legend of the Satanic Mill
13087,tt1064953,n/a,The Guard Post
13090,tt1055366,n/a,Camp Rock
13092,tt1132626,20.0,Saw V
13093,tt0993789,84.0,A Christmas Tale
13096,tt1135985,49.0,Sex Drive
13097,tt1111948,49.0,Soul Men
13098,tt0887971,40.0,While She Was Out
13100,tt1014775,41.0,Beverly Hills Chihuahua
13103,tt0363240,n/a,Christmas on Mars
13112,tt1233381,73.0,Three Monkeys
13122,tt1068646,92.0,The Class
13124,tt1031280,58.0,Splinter
13128,tt0455824,53.0,Australia
13129,tt0397892,67.0,Bolt
13131,tt1013753,84.0,Milk
13133,tt1099212,56.0,Twilight
13134,tt1172571,n/a,The Children
13135,tt1129442,51.0,Transporter 3
13136,tt0369436,41.0,Four Christmases
13137,tt0914798,55.0,The Boy in the Striped Pyjamas
13138,tt0409345,31.0,Surveillance
13140,tt1129423,28.0,Fireproof
13141,tt0465502,40.0,Igor
13144,tt0986233,82.0,Hunger
13145,tt1042877,65.0,Cadillac Records
13146,tt0450314,30.0,Punisher: War Zone
13148,tt1037218,n/a,Flashbacks of a Fool
13158,tt1118511,n/a,A Matter of Loaf and Death
13159,tt1032746,n/a,Ace of Hearts
13172,tt0970416,40.0,The Day the Earth Stood Still
13173,tt0892255,n/a,Che: Part One
13175,tt0844760,n/a,Starship Troopers 3: Marauder
13176,tt1135968,n/a,Dean Spanley
13180,tt1151915,50.0,Nothing Like the Holidays
13183,tt1285130,n/a,Pandora's Box
13184,tt0918927,68.0,Doubt
13185,tt0929860,n/a,Cyborg She
13187,tt1205489,72.0,Gran Torino
13188,tt0870111,80.0,Frost/Nixon
13189,tt0976051,58.0,The Reader
13191,tt1182937,n/a,Rab Ne Bana Di Jodi
13192,tt0361500,27.0,Delgo
13196,tt1068649,79.0,I've Loved You So Long
13198,tt0814314,36.0,Seven Pounds
13204,tt1125849,81.0,The Wrestler
13205,tt0955298,n/a,The Memory Keeper's Daughter
13219,tt0421715,70.0,The Curious Case of Benjamin Button
13221,tt1068680,46.0,Yes Man
13224,tt0985699,56.0,Valkyrie
13225,tt1029134,n/a,Birds of America
13229,tt1183733,n/a,War of the Worlds 2: The Next Wave
13230,tt0902270,n/a,Constantine's Sword
13231,tt1078899,n/a,Impulse
13235,tt1028539,62.0,Girls Rock!
13237,tt0996979,n/a,Alien Raiders
13239,tt1110272,n/a,The King of Ping Pong
13241,tt0960731,33.0,Bedtime Stories
13244,tt1024715,47.0,Choke
13245,tt0959337,69.0,Revolutionary Road
13248,tt0926762,n/a,Loft
13249,tt0976247,16.0,"Surfer, Dude"
13252,tt1152758,82.0,Dear Zachary: A Letter to a Son About His Father
13253,tt1024255,n/a,Wild Child
13255,tt1034303,58.0,Defiance
13256,tt1332128,n/a,Zeitgeist: Addendum
13258,tt0822832,53.0,Marley & Me
13261,tt1180333,n/a,Blackout
13263,tt1232826,74.0,Involuntary
13264,tt0876563,86.0,Ponyo
13282,tt1152850,80.0,Wendy and Lucy
13283,tt1107365,n/a,Open Season 2
13284,tt1046947,57.0,Last Chance Harvey
13286,tt1220719,59.0,Ip Man
13292,tt1157604,n/a,The Recruiter
13295,tt0449487,40.0,Passengers
13296,tt0420238,53.0,The Tale of Despereaux
13298,tt0447166,n/a,The Gamers: Dorkness Rising
13299,tt1259014,71.0,Mesrine: Killer Instinct
13311,tt1135493,n/a,Fire and Ice: The Dragon Chronicles
13318,tt0494238,n/a,Inkheart
13323,tt1305871,n/a,The Soviet Story
13324,tt1038915,45.0,Shoot on Sight
13325,tt0818165,n/a,The Alphabet Killer
13331,tt0464041,n/a,The Lazarus Project
13337,tt0988849,43.0,Donkey Punch
13339,tt0822868,n/a,Make It Happen
13341,tt0963194,32.0,Repo! The Genetic Opera
13344,tt0792986,69.0,Fear(s) of the Dark
13351,tt0969307,n/a,The Visitor
13354,tt0462465,40.0,Outlander
13360,tt1092082,n/a,Passchendaele
13369,tt1020530,65.0,Eden Lake
13374,tt1183252,n/a,Chocolate
13375,tt1180333,n/a,Blackout
13377,tt0961728,56.0,The Escapist
13380,tt1103275,74.0,Two Lovers
13392,tt1263736,n/a,33 Scenes from Life
13401,tt0961108,34.0,Fireflies in the Garden
13410,tt1069238,68.0,Departures
13412,tt0808148,n/a,AmericanEast
13421,tt0211946,n/a,Berlin Calling
13423,tt0490377,n/a,The Letter for the King
13432,tt1014801,n/a,Pistol Whipped
13453,tt1023490,81.0,Il Divo
13455,tt0869994,68.0,Paris
13458,tt0901487,69.0,"The Good, The Bad, The Weird"
13461,tt0479044,n/a,Crips and Bloods: Made in America
13462,tt0400426,n/a,Far Cry
13468,tt1059773,n/a,The Adventures of Food Boy
13472,tt0961066,80.0,Everlasting Moments
13473,tt1080930,n/a,Expecting Love
13480,tt1227926,n/a,Dr. Horrible's Sing-Along Blog
13482,tt0465430,n/a,The Cottage
13488,tt1104783,69.0,Frontrunners
13491,tt0489018,n/a,Day of the Dead
13498,tt0926063,n/a,Dance of the Dead
13505,tt1164092,68.0,Praying With Lior
13506,tt0785035,47.0,Ong Bak 2
13509,tt0862846,61.0,Sunshine Cleaning
13510,tt1287845,n/a,Kung Fu Panda: Secrets of the Furious Five
13517,tt1103984,n/a,Insanitarium
13528,tt1172203,93.0,Sita Sings the Blues
13534,tt0765432,76.0,The Baader Meinhof Complex
13539,tt0494277,n/a,Strictly Sexual
13540,tt1073241,64.0,Nothing But the Truth
13541,tt1085507,75.0,The Square
13543,tt1157605,82.0,Anvil! The Story of Anvil
13555,tt0865297,68.0,The Black Balloon
13557,tt1173745,84.0,Revanche
13561,tt0981072,53.0,The Lucky Ones
13564,tt1198399,n/a,Fitna
13572,tt0365100,n/a,Dating Games People Play
13589,tt0833960,43.0,Gardens of the Night
13591,tt1249171,n/a,Global Metal
13592,tt1294790,n/a,The End Of America
13593,tt1133991,71.0,What Doesn't Kill You
13594,tt0803029,n/a,Linha de Passe
13615,tt0814131,n/a,Hank and Mike
13627,tt1241195,n/a,Aamir
13633,tt0865554,20.0,The Informers
13634,tt1205551,n/a,Antique
13640,tt1058058,59.0,American Swing
13642,tt0107411,59.0,The Life and Times of Allen Ginsberg
13646,tt0363780,64.0,Lymelife
13647,tt0460810,63.0,The Great Buck Howard
13649,tt0910559,62.0,Cherry Blossoms
13652,tt1117667,n/a,XIII
13657,tt1139800,52.0,The Girl from Monaco
13668,tt0880648,n/a,Shuttle
13675,tt0893401,n/a,Daylight Robbery
13688,tt0967945,55.0,The Merry Gentleman
13690,tt0984200,n/a,Incendiary
13697,tt0476991,n/a,Were The World Mine
13700,tt0844286,55.0,The Brothers Bloom
13727,tt0808244,58.0,Easy Virtue
13729,tt0836700,85.0,Summer Hours
13747,tt0443559,n/a,Killshot
13756,tt1043537,n/a,Ricky Rapper
13775,tt1059905,n/a,The Clique
13776,tt1145446,n/a,Fatso
13778,tt1122599,84.0,Momma's Man
13782,tt0920458,74.0,Flame & Citron
13789,tt1152397,56.0,American Violet
13790,tt1160629,n/a,Suspect X
13797,tt1277737,50.0,The Stoning of Soraya M.
13811,tt1032821,83.0,Tyson
13817,tt0887912,95.0,The Hurt Locker
13822,tt1042570,n/a,Tu£sday
13841,tt1034325,56.0,Phoebe in Wonderland
13849,tt1166085,n/a,120
13886,tt1146438,n/a,The Librarian: The Curse of the Judas Chalice
13887,tt0972558,n/a,The Inhabited Island
13889,tt0893402,n/a,Franklyn
13892,tt0944101,54.0,Good Dick
13906,tt0837800,n/a,The Mark of Cain
13910,tt0404254,n/a,My Sassy Girl
13915,tt1278293,n/a,9to5: Days in Porn
13919,tt0896927,n/a,Shiver
13925,tt0938341,80.0,Tokyo Sonata
13928,tt0833557,n/a,Visioneers
13936,tt1104806,n/a,One Week
13950,tt0948547,n/a,Winged Creatures
13955,tt1221143,n/a,My first war
13962,tt0837796,24.0,House
13968,tt1129435,86.0,The Beaches of Agnès
13973,tt1213922,n/a,My Stars
13976,tt1048171,84.0,Séraphine
13992,tt1029235,60.0,Max Manus: Man of War
13993,tt0783532,53.0,Gangster's Paradise: Jerusalema
13998,tt1037156,n/a,Stone of Destiny
14004,tt1117666,n/a,Lost in Austen
14012,tt0446676,35.0,Deal
14014,tt1111918,n/a,The Line
14015,tt0806165,n/a,The Ramen Girl
14023,tt1176251,38.0,Gigantic
14025,tt1104835,n/a,Feast II: Sloppy Seconds
14029,tt0830570,n/a,I Can't Think Straight
14033,tt1286800,79.0,Harvard Beats Yale 29-29
14035,tt1047494,45.0,Meet the Browns
14039,tt1142972,n/a,Detroit Metal City
14043,tt1045655,28.0,The Haunting of Molly Hartley
14051,tt1074929,64.0,Adoration
14052,tt1172570,71.0,Bronson
14055,tt1186238,56.0,The Matador
14063,tt0396707,n/a,The Secret of Moonacre
14076,tt1186369,80.0,Lorna's Silence
14085,tt1204979,n/a,Vacancy 2: The First Cut
14089,tt1095442,89.0,Goodbye Solo
14097,tt0948535,40.0,Paris 36
14099,tt1196112,n/a,Witch Hunt
14101,tt0436364,40.0,Good
14142,tt1193627,n/a,Immigrants (L.A. Dolce Vita)
14160,tt0906734,n/a,The Broken
14173,tt1286537,80.0,"Food, Inc."
14193,tt0875705,29.0,Lake City
14196,tt0996966,76.0,Not Quite Hollywood
14202,tt1153690,84.0,Ballast
14206,tt1087578,89.0,Still Walking
14223,tt0856778,n/a,Clubbed
14240,tt1018818,n/a,Assassination of a High School President
14241,tt1038971,n/a,How to Be a Serial Killer
14246,tt0405393,67.0,Rudo & Cursi
14254,tt1333634,82.0,Burma VJ: Reporting from a Closed Country
14264,tt1097643,57.0,Fifty Dead Men Walking
14268,tt0896534,36.0,Deadgirl
14277,tt1276996,n/a,The Windmill Movie
14278,tt0902290,62.0,I Sell The Dead
14300,tt0808399,49.0,"New York, I Love You"
14329,tt1224366,66.0,Afterschool
14361,tt1128075,78.0,Love Exposure
14402,tt1515158,n/a,Michael Jackson: Life of a Superstar
14428,tt0435679,n/a,Keith
14429,tt1172963,74.0,Lemon Tree
14440,tt1139319,n/a,A Film with Me in It
14460,tt1267319,n/a,Home Movie
14461,tt0804529,59.0,Sleep Dealer
14474,tt0804443,n/a,Asylum
14488,tt1087527,61.0,Trucker
14490,tt1107859,n/a,Kill Switch
14492,tt1186366,n/a,Morphine
14504,tt0892773,n/a,Recipes For Disaster
14506,tt0448993,n/a,The Art of Travel
14545,tt1175500,n/a,How 2 Build A Rapper
14546,tt1129428,n/a,Mum & Dad
14559,tt1233571,n/a,The Art of War II: Betrayal
14580,tt1185384,n/a,Not Your Typical Bigfoot Movie
14649,tt1143891,n/a,Birdsong
14666,tt1002539,n/a,Liverpool
14673,tt0472050,57.0,Bart Got a Room
14674,tt1224153,71.0,Jerichow
14683,tt0929412,51.0,Quiet Chaos
14690,tt0944834,n/a,Dragon Hunters
14691,tt0906783,n/a,The 27 Club
14696,tt1247703,n/a,Welcome To Macintosh
14698,tt0974613,34.0,The Other Man
14702,tt1334556,n/a,The Queen and I
14710,tt0463872,n/a,Asterix at the Olympic Games
14711,tt1190539,64.0,The Chaser
14734,tt0948544,n/a,Troubled Water
14763,tt0950739,n/a,Arn: The Kingdom at Road's End
14771,tt0365675,n/a,The Red Baron
14774,tt1286821,59.0,More Than a Game
14803,tt0926759,n/a,The First Day of the Rest of Your Life
14815,tt1027658,n/a,Absurdistan
14828,tt1221141,81.0,The Headless Woman
14830,tt1049405,40.0,The Other End of the Line
14832,tt0790799,68.0,$9.99
14860,tt1146325,n/a,Singh Is Kinng
14862,tt0886531,n/a,Shades of Ray
14876,tt1232790,81.0,Of Time and the City
14912,tt1206082,n/a,The Dead Outside
14913,tt0768218,38.0,The Mysteries of Pittsburgh
14922,tt1140941,n/a,Joy Ride 2: Dead Ahead
14923,tt1029241,n/a,Vinyan
14924,tt0445939,n/a,The Burrowers
14930,tt1259781,n/a,Lupin the Third: Sweet Lost Night
14941,tt1104083,41.0,Little Ashes
14952,tt1053830,n/a,Haunted Echoes
14962,tt0844457,67.0,North Face
14970,tt0443524,64.0,Guest of Cindy Sherman
14981,tt1264914,n/a,Zift
14988,tt0806147,n/a,Extreme Movie
15019,tt1010265,n/a,Varg Veum - Fallen Angels
15032,tt0462219,n/a,Camille
15040,tt0411323,19.0,Downloading Nancy
15041,tt1192613,n/a,Oneechanbara The Movie
15058,tt1303889,76.0,Rembrandt's J'Accuse...!
15063,tt1267160,n/a,Cape No. 7
15072,tt1014809,54.0,Until the Light Takes Us
15079,tt1116182,n/a,Affinity
15081,tt0884762,n/a,Wild China
15101,tt1083845,n/a,Ballet Shoes
15102,tt0445953,71.0,Disgrace
15111,tt0791303,n/a,Genova
15122,tt1217243,n/a,Achilles and the Tortoise
15143,tt1027091,n/a,Julia Sweeney - Letting Go of God
15165,tt1056437,n/a,The Sky Crawlers
15177,tt1249294,n/a,Bitten
15189,tt1111890,n/a,Diary of a Nymphomaniac
15190,tt1237900,n/a,Lord Save Us
15194,tt1241338,n/a,"Fine, Totally Fine"
15222,tt1042424,45.0,Johnny Mad Dog
15223,tt0491044,n/a,Sparrow
15234,tt0479341,58.0,Adam Resurrected
15287,tt1166110,n/a,The Past Is a Foreign Land
15309,tt1126596,n/a,Adulthood
15314,tt1263778,n/a,The Beautiful Person
15319,tt0997246,74.0,The Song of Sparrows
15324,tt1057581,n/a,How to Be
15338,tt1035730,74.0,A Woman in Berlin
15360,tt1165253,n/a,Dream
15369,tt1087474,n/a,Shark in Venice
15391,tt0942891,n/a,The Guitar
15395,tt1134665,57.0,Chelsea on the Rocks
15398,tt1187046,n/a,Saving God
15399,tt0813980,n/a,24: Redemption
15412,tt1157685,78.0,The Betrayal (Nerakhoon)
15417,tt1189345,n/a,The World According to Monsanto
15421,tt0770814,42.0,Tennessee
15454,tt1308667,n/a,South Park: Imaginationland
15499,tt0954990,62.0,The Yellow Handkerchief
15509,tt1319569,67.0,Home
15528,tt1236247,n/a,Smashing Pumpkins: If All Goes Wrong
15545,tt1277728,75.0,Mid-August Lunch
15560,tt0415127,n/a,The Man from London
15590,tt0479937,n/a,The Kautokeino Rebellion
15615,tt1295068,74.0,Prodigal Sons
15622,tt1058743,n/a,Pretty Bird
15631,tt1022606,64.0,Lion's Den
15661,tt1145144,n/a,Center Stage : Turn It Up
15662,tt1223975,72.0,Tony Manero
15667,tt1087890,74.0,Terribly Happy
15723,tt1060234,n/a,8th Wonderland
15732,tt0903943,n/a,The End of Poverty?
15741,tt1264074,65.0,The Wedding Song
15743,tt1168773,n/a,Bananaz
15752,tt1351630,n/a,Bill Bailey: Tinselworm
15775,tt1024733,n/a,$5 a Day
15789,tt1008017,n/a,Palermo Shooting
15803,tt0996967,n/a,Otis
15811,tt1135922,n/a,Fear Me Not
15818,tt1137439,n/a,Blue Gold: World Water Wars
15819,tt0795463,n/a,Senseless
15826,tt1067733,65.0,"Patrik, Age 1.5"
15850,tt1038913,53.0,Killing Kasztner
15870,tt0902967,n/a,The Crimson Wing: Mystery of the Flamingos
15875,tt1064801,n/a,Red Canyon
15885,tt0892096,n/a,Remarkable Power
15891,tt1254207,n/a,Big Buck Bunny
15893,tt0816556,n/a,Lake Mungo
15912,tt0825245,n/a,Dragonlance: Dragons Of Autumn Twilight
15929,tt1093369,n/a,Hush
15934,tt1065318,n/a,Worlds Apart
15935,tt0899138,31.0,An American Affair
15985,tt1094295,n/a,The Disappeared
16001,tt1047445,n/a,Big Game
16011,tt1247184,n/a,The Employment
16030,tt1202202,n/a,"The Chicken, the Fish and the King Crab"
16050,tt0940580,n/a,Afterwards
16059,tt1194235,n/a,The Stranger in Me
16073,tt0486665,n/a,Trail of the Screaming Forehead
16096,tt1101675,72.0,Lake Tahoe
16098,tt1225290,n/a,Four Nights with Anna
16137,tt1518821,70.0,The Agony and Ecstasy of Phil Spector
16142,tt1047832,n/a,Linewatch
16172,tt1176726,n/a,Cocaine Cowboys II: Hustlin' with the Godmother
16184,tt1065332,72.0,Let It Rain
16227,tt1252298,n/a,The Human Experience
16228,tt0496253,n/a,Breaking the Maya Code
16272,tt1202203,78.0,Pray the Devil Back to Hell
16295,tt1064744,n/a,Dying Breed
16298,tt0960721,39.0,Adventures of Power
16303,tt0910915,n/a,Life in Flight
16338,tt1186248,59.0,Nights and Weekends
16392,tt1373120,n/a,Breathless
16401,tt0923683,n/a,Embodiment of Evil
16402,tt1163752,n/a,"It's Not Me, I Swear!"
16408,tt1010313,n/a,Hardcover
16417,tt1157694,79.0,The Order of Myths
16432,tt1015474,n/a,Train
16451,tt1166100,n/a,Ghajini
16473,tt1174047,n/a,Stella
16483,tt1172060,n/a,It's Alive
16514,tt1217637,n/a,Anything for Her
16518,tt1369567,n/a,"Russell Peters: Red, White and Brown"
16545,tt1223150,55.0,Walt & El Grupo
