,imdb_id,imdb_metascore,title
13598,tt1131729,58.0,The Boat That Rocked
13602,tt0974661,48.0,17 Again
13605,tt0361748,69.0,Inglourious Basterds
13606,tt0473705,64.0,State of Play
13614,tt1226271,81.0,The Damned United
13616,tt1121931,41.0,Crank: High Voltage
13622,tt1182345,67.0,Moon
13628,tt1038043,51.0,Mammoth
13630,tt0962736,64.0,The Young Victoria
13635,tt0458525,40.0,X-Men Origins: Wolverine
13636,tt1103982,66.0,The Girlfriend Experience
13641,tt1127715,77.0,Sin Nombre
13643,tt0796366,82.0,Star Trek
13653,tt1264363,n/a,Knights of Bloodsteel
13654,tt1326972,n/a,Red Cliff Part II
13655,tt1331092,n/a,Täynnä tarmoa
13662,tt1231277,n/a,S. Darko
13669,tt0924129,38.0,Crossing Over
13670,tt0808151,48.0,Angels & Demons
13677,tt0787470,n/a,Balls Out: The Gary Houseman Story
13678,tt1049400,64.0,Outrage
13682,tt1032819,n/a,Powder Blue
13684,tt0489049,45.0,Fanboys
13692,tt1082853,50.0,Management
13693,tt0438488,49.0,Terminator Salvation
13694,tt1078912,42.0,Night at the Museum: Battle of the Smithsonian
13698,tt0977648,76.0,Every Little Step
13699,tt1020885,n/a,Lesbian Vampire Killers
13703,tt1156173,85.0,Vincere
13719,tt0821642,61.0,The Soloist
13720,tt0844708,42.0,The Last House on the Left
13723,tt1127180,83.0,Drag Me to Hell
13724,tt1049413,88.0,Up
13728,tt1153706,40.0,Dance Flick
13734,tt1167660,58.0,OSS 117: Lost in Rio
13737,tt1138489,n/a,Personal Effects
13738,tt1083456,31.0,Fired Up!
13742,tt1276107,n/a,Without a Paddle: Nature's Calling
13744,tt1314280,61.0,Welcome
13745,tt0910905,n/a,In the Electric Mist
13746,tt1119646,73.0,The Hangover
13748,tt0870984,49.0,Antichrist
13754,tt1230448,n/a,Billu
13770,tt1095174,29.0,New in Town
13773,tt1278340,61.0,Dead Snow
13774,tt0457400,32.0,Land of the Lost
13779,tt0780567,54.0,Imagine That
13780,tt1111422,55.0,The Taking of Pelham 1 2 3
13784,tt1278336,n/a,In Therapy
13798,tt1041829,48.0,The Proposal
13803,tt1045778,34.0,Year One
13815,tt1389762,n/a,Garfield's Pet Force
13829,tt1135092,41.0,The Limits of Control
13833,tt1055369,35.0,Transformers: Revenge of the Fallen
13834,tt1014762,47.0,Home
13837,tt0436854,88.0,Tulpan
13842,tt1178663,45.0,Whatever Works
13843,tt0821640,34.0,Ghosts of Girlfriends Past
13847,tt1152836,70.0,Public Enemies
13848,tt1080016,50.0,Ice Age: Dawn of the Dinosaurs
13850,tt1131748,n/a,Prison Break: The Final Break
13851,tt1340123,75.0,Samson and Delilah
13863,tt1078588,51.0,My Sister's Keeper
13864,tt1144804,n/a,Kambakkht Ishq
13870,tt1295071,n/a,Tales of the Black Freighter
13874,tt1022603,76.0,(500) Days of Summer
13880,tt0889583,54.0,Brüno
13881,tt1015971,78.0,The Boys: The Sherman Brothers' Story
13882,tt1454902,n/a,1939: Hollywood's Greatest Year
13891,tt1361558,n/a,Iron Maiden: Flight 666
13893,tt0417741,78.0,Harry Potter and the Half-Blood Prince
13899,tt1160424,35.0,Who Killed Nancy?
13914,tt1054606,65.0,The Imaginarium of Doctor Parnassus
13921,tt0960098,n/a,Winter of Frozen Dreams
13923,tt1334537,74.0,Humpday
13927,tt1194238,63.0,Polytechnique
13933,tt1203523,n/a,Streets of Blood
13935,tt1179258,63.0,Cheri
13942,tt1187041,44.0,The Answer Man
13948,tt1148204,42.0,Orphan
13952,tt1142988,28.0,The Ugly Truth
13958,tt0844479,29.0,The Collector
13959,tt0971209,63.0,A Perfect Getaway
13964,tt1251357,n/a,"Moonshot, the Flight of Apollo 11"
13965,tt0775552,42.0,Aliens in the Attic
13966,tt1136608,81.0,District 9
13967,tt1135503,66.0,Julie & Julia
13969,tt1198138,25.0,Obsessed
13970,tt1075417,52.0,Race to Witch Mountain
13971,tt1161443,n/a,Pagafantas
13974,tt1114677,47.0,Hannah Montana: The Movie
13975,tt1046173,32.0,G.I. Joe: The Rise of Cobra
13977,tt1127877,69.0,Cold Souls
13979,tt1160368,38.0,12 Rounds
13985,tt1119191,n/a,The Killing Room
14016,tt1092633,39.0,"The Goods: Live Hard, Sell Hard"
14017,tt1185836,56.0,Adam
14019,tt1122836,48.0,Alien Trespass
14024,tt0452694,47.0,The Time Traveler's Wife
14030,tt1151922,7.0,Miss March
14031,tt0976222,66.0,Bandslam
14036,tt1032815,32.0,"I Love You, Beth Cooper"
14041,tt1331064,54.0,Paper Heart
14044,tt0436339,41.0,G-Force
14046,tt1082601,61.0,Fighting
14047,tt0964185,65.0,Tetro
14069,tt1185837,n/a,The Cell 2
14074,tt1320347,n/a,Nora Roberts' Midnight Bayou
14075,tt1363127,n/a,Northern Lights
14078,tt1229360,70.0,It Might Get Loud
14080,tt0464096,n/a,Lonely Street
14081,tt1359554,n/a,High Noon
14087,tt1343115,n/a,Nora Roberts' Tribute
14088,tt1142433,35.0,Post Grad
14091,tt1275778,n/a,Questo piccolo grande amore
14094,tt0865559,34.0,My Life in Ruins
14100,tt0808232,n/a,A Dog Year
14104,tt1127896,55.0,Taking Woodstock
14108,tt1311067,35.0,Halloween II
14109,tt1260995,n/a,Meteor
14114,tt1500516,60.0,Videocracy
14115,tt1305806,80.0,The Secret in Their Eyes
14117,tt0472033,60.0,9
14118,tt1332054,n/a,Cosmonaut
14120,tt1300853,n/a,Green Street Hooligans 2
14125,tt0910554,n/a,Frequently Asked Questions About Time Travel
14126,tt1149362,82.0,The White Ribbon
14128,tt0822833,n/a,"Sex, Party and Lies"
14129,tt1272013,n/a,Brain Drain
14131,tt1384590,n/a,Green Lantern: First Flight
14133,tt1202222,n/a,Lies & Illusions
14134,tt1188729,28.0,Pandorum
14135,tt0475860,n/a,Paraiso Travel
14139,tt0382301,n/a,Skellig
14141,tt1234548,54.0,The Men Who Stare at Goats
14143,tt1323925,n/a,The Hunt for Gollum
14150,tt1176244,68.0,Valentino: The Last Emperor
14155,tt1228933,n/a,Laid to Rest
14156,tt1131734,47.0,Jennifer's Body
14157,tt1130080,66.0,The Informant!
14163,tt1190858,73.0,Amreeka
14164,tt1225822,61.0,Extract
14165,tt1144884,30.0,The Final Destination
14166,tt1034032,27.0,Gamer
14167,tt0844471,66.0,Cloudy with a Chance of Meatballs
14169,tt1385912,55.0,I Can Do Bad All By Myself
14174,tt1339268,69.0,Beeswax
14177,tt0762073,73.0,Thirst
14179,tt1188998,n/a,Forbidden Fruit
14180,tt0899106,33.0,Love Happens
14181,tt0810784,81.0,Bright Star
14182,tt0450336,n/a,Blood Creek
14184,tt1282257,n/a,Un buen hombre
14199,tt1423592,57.0,Kinatay
14204,tt1262981,69.0,World's Greatest Dad
14211,tt1232207,61.0,Capitalism: A Love Story
14214,tt1084972,n/a,Wanted
14215,tt1313104,84.0,The Cove
14216,tt1019452,79.0,A Serious Man
14217,tt1174730,66.0,City Island
14218,tt1071804,n/a,Ink
14221,tt1010055,n/a,Yatterman
14222,tt0985058,47.0,Metropia
14225,tt1220213,52.0,Grace
14226,tt0419724,n/a,The Haunted World of El Superbeasto
14229,tt0907676,n/a,The Hills Run Red
14230,tt1172233,68.0,Whip It
14231,tt1058017,58.0,The Invention of Lying
14232,tt1286798,66.0,Unmistaken Child
14234,tt0986263,45.0,Surrogates
14235,tt1097013,46.0,Next Day Air
14236,tt1156398,73.0,Zombieland
14237,tt1016075,39.0,Fame
14238,tt1331025,69.0,The September Issue
14244,tt1232783,24.0,Sorority Row
14245,tt0365929,n/a,Whiteout
14247,tt1174732,85.0,An Education
14251,tt1035736,65.0,Coco Before Chanel
14258,tt1078940,23.0,Couples Retreat
14259,tt0881891,17.0,All About Steve
14260,tt1504402,n/a,Hiroshima
14261,tt1360866,64.0,Giant
14275,tt1499213,n/a,Bye-Bye Bin Laden
14283,tt0386117,71.0,Where the Wild Things Are
14298,tt1326194,n/a,Beer Wars
14299,tt1100119,53.0,Shorts
14301,tt1197624,34.0,Law Abiding Citizen
14305,tt1075110,54.0,The Misfortunates
14307,tt1129445,37.0,Amelia
14308,tt0814335,33.0,The Stepfather
14310,tt0978762,n/a,Mary and Max
14311,tt1186370,43.0,Spread
14312,tt0471041,n/a,The Tournament
14313,tt0926380,57.0,The Boys Are Back
14314,tt0896529,67.0,Cairo Time
14330,tt1353997,n/a,Dragonquest
14334,tt1193138,83.0,Up in the Air
14344,tt1100048,92.0,35 Shots of Rum
14345,tt1100053,n/a,Tormented
14346,tt1482967,n/a,Mutant Pumpkins from Outer Space
14355,tt1425928,n/a,Vampire Girl vs. Frankenstein Girl
14356,tt1130088,54.0,Is Anybody There?
14359,tt1233227,30.0,Saw VI
14360,tt1477715,67.0,This Is It
14367,tt0450405,43.0,Cirque du Freak: The Vampire's Assistant
14368,tt1300851,24.0,The Boondock Saints II: All Saints Day
14369,tt1213585,72.0,Good Hair
14370,tt1190536,65.0,Black Dynamite
14371,tt1228953,70.0,Big Fan
14374,tt0375568,53.0,Astro Boy
14377,tt1161418,28.0,Gentlemen Broncos
14378,tt0432283,83.0,Fantastic Mr. Fox
14379,tt0974014,51.0,Creation
14381,tt1023441,56.0,Coco Chanel & Igor Stravinsky
14385,tt0795438,43.0,Not Easily Broken
14394,tt1067106,55.0,A Christmas Carol
14399,tt1286130,n/a,Battlestar Galactica: The Plan
14405,tt1134629,49.0,The Private Lives of Pippa Lee
14411,tt1425244,n/a,Partly Cloudy
14414,tt0758751,n/a,Grey Gardens
14415,tt1054122,n/a,Goemon
14416,tt1190080,49.0,2012
14417,tt0362478,47.0,The Box
14418,tt0913425,76.0,Broken Embraces
14420,tt1242845,n/a,Through the Mist
14421,tt1220198,34.0,The Fourth Kind
14422,tt0929632,79.0,Precious
14424,tt1095217,69.0,The Bad Lieutenant: Port of Call - New Orleans
14425,tt1259571,44.0,The Twilight Saga: New Moon
14427,tt0790712,77.0,The Messenger
14430,tt1186367,34.0,Ninja Assassin
14431,tt1337051,81.0,"Police, Adjective"
14439,tt1242422,n/a,Cell 211
14450,tt1543920,n/a,Turtles Forever
14451,tt1526300,n/a,Merry Madagascar
14452,tt0765010,58.0,Brothers
14462,tt1310569,n/a,Before I Self Destruct
14465,tt0878804,53.0,The Blind Side
14475,tt1232831,n/a,Crows Zero II
14481,tt1247692,40.0,Shrink
14482,tt0976238,19.0,Old Dogs
14484,tt0762125,39.0,Planet 51
14485,tt1175506,73.0,Me and Orson Welles
14486,tt1241325,n/a,Objectified
14489,tt1315981,77.0,A Single Man
14491,tt1227177,n/a,Driven To Kill
14493,tt0380510,42.0,The Lovely Bones
14494,tt1057500,74.0,Invictus
14496,tt0780521,73.0,The Princess and the Frog
14497,tt0780511,47.0,Everybody's Fine
14499,tt0913354,50.0,Armored
14500,tt0936471,8.0,Transylmania
14503,tt1023500,n/a,Doghouse
14531,tt1421032,59.0,Disco and Atomic War
14533,tt1314228,27.0,Did You Hear About the Morgans?
14542,tt1305714,n/a,Make the Yuletide Gay
14547,tt1527679,n/a,Nasty Old People
14548,tt1068678,n/a,Veronika Decides to Die
14549,tt1461312,n/a,Alice
14551,tt0499549,83.0,Avatar
14552,tt0875034,49.0,Nine
14556,tt1230414,57.0,It's Complicated
14557,tt0988045,57.0,Sherlock Holmes
14558,tt1263670,83.0,Crazy Heart
14560,tt0824758,76.0,The Last Station
14562,tt1231580,41.0,Alvin and the Chipmunks: The Squeakquel
14563,tt1086216,45.0,Uncertainty
14569,tt1183251,35.0,Beyond a Reasonable Doubt
14571,tt1242545,66.0,Looking for Eric
14572,tt1407050,n/a,American Pie Presents: The Book of Love
14595,tt0806203,n/a,Carriers
14607,tt1226681,54.0,Pontypool
14608,tt1512792,n/a,Playmobil: The Secret of Pirate Island
14609,tt1144866,n/a,Big Pun: The Legacy
14613,tt1210801,n/a,Command Performance
14614,tt1182609,n/a,Direct Contact
14619,tt0403702,63.0,Youth in Revolt
14620,tt0433362,57.0,Daybreakers
14621,tt1206488,68.0,The Milk of Sorrow
14622,tt1300563,n/a,The Age of Stupid
14625,tt1028532,n/a,Hachi: A Dog's Tale
14632,tt1343097,60.0,The Girl Who Kicked the Hornet's Nest
14637,tt1235166,90.0,A Prophet
14642,tt0976246,n/a,Staten Island
14644,tt1503769,71.0,Collapse
14647,tt1543283,n/a,Metal Gear Solid: Philanthropy
14648,tt1185431,62.0,My One and Only
14650,tt1107860,n/a,The Maiden Heist
14665,tt0806027,28.0,Blood: The Last Vampire
14671,tt0892767,n/a,Horsemen
14680,tt1233219,59.0,"My Son, My Son, What Have Ye Done"
14682,tt1244668,76.0,Soul Kitchen
14686,tt1318022,n/a,Altiplano
14694,tt1320082,60.0,The Concert
14695,tt1379667,n/a,Macheads
14699,tt1393000,n/a,Wrong Turn at Tahoe
14700,tt1182921,n/a,Ninja
14718,tt1350498,n/a,Mega Shark vs Giant Octopus
14719,tt1499228,n/a,Mall Girls
14720,tt1288482,n/a,Landscape No. 2
14724,tt1266029,67.0,Nowhere Boy
14727,tt1235448,n/a,The Thaw
14728,tt1491605,n/a,The Living Room of the Nation
14729,tt0346631,n/a,Blood and Bone
14732,tt1187043,67.0,3 Idiots
14745,tt1187044,82.0,The Maid
14749,tt1194620,n/a,Silent Wedding
14753,tt1170391,n/a,Beautiful
14754,tt1185266,n/a,Stan Helsing
14775,tt1084955,n/a,Falling Up
14784,tt1187064,n/a,Triangle
14792,tt1045772,65.0,I Love You Phillip Morris
14794,tt1219336,n/a,The Donner Party
14808,tt1133993,36.0,Serious Moonlight
14809,tt1172994,73.0,The House of the Devil
14813,tt1232776,81.0,Fish Tank
14824,tt0819755,n/a,Babysitter Wanted
14831,tt1212974,19.0,Bitch Slap
14833,tt1235796,65.0,Ondine
14834,tt1329539,n/a,1066: The Battle for Middle Earth
14835,tt1289437,n/a,The Steam Experiment
14836,tt1364487,65.0,Letters to Father Jacob
14839,tt1216487,66.0,The Girl Who Played with Fire
14844,tt1337032,n/a,Trailer Park Boys: Countdown to Liquor Day
14847,tt0485601,81.0,The Secret of Kells
14848,tt1183921,65.0,The Vicious Kind
14851,tt1220628,26.0,I Hope They Serve Beer in Hell
14857,tt1241316,54.0,Dare
14858,tt1186830,55.0,Agora
14861,tt1220220,34.0,Motherhood
14863,tt1075419,63.0,Shinjuku Incident
14864,tt1143110,n/a,High Life
14865,tt1247640,64.0,District 13: Ultimatum
14869,tt1352852,71.0,The Yes Men Fix the World
14874,tt1512201,86.0,Last Train Home
14884,tt1245112,52.0,[REC]²
14885,tt0961722,n/a,Cabin Fever 2: Spring Fever
14893,tt1433540,70.0,A Town Called Panic
14896,tt0914837,47.0,44 Inch Chest
14898,tt1077262,82.0,Ajami
14902,tt1319733,n/a,Road Trip: Beer Pong
14903,tt1191971,n/a,Zone of the Dead
14904,tt1235124,n/a,Dorian Gray
14909,tt1210042,43.0,Brooklyn's Finest
14911,tt1289406,55.0,Harry Brown
14919,tt1297945,n/a,Skeleton Crew
14928,tt1134674,n/a,ZMD: Zombies of Mass Destruction
14929,tt1247371,n/a,The Carter
14939,tt1386011,n/a,Will Ferrell: You're Welcome America - A Final Night with George W. Bush
14944,tt1311699,n/a,Dead Man Running
14945,tt1151359,58.0,Leaves of Grass
14946,tt1247704,43.0,Women in Trouble
14947,tt1334510,78.0,Afghan Star
14953,tt0368563,n/a,Possession
14968,tt0795351,25.0,Case 39
14969,tt1196334,n/a,After Last Season
14971,tt1043451,45.0,Delhi-6
14972,tt0765128,75.0,Oceans
14973,tt1328634,35.0,New York
14974,tt1135525,40.0,The Slammin' Salmon
14978,tt1352824,48.0,Chloe
14983,tt1216496,79.0,Mother
14986,tt1360860,87.0,About Elly
14991,tt1288403,70.0,Universal Soldier: Regeneration
14995,tt1181927,n/a,The Bone Man
14997,tt0762105,17.0,I Hate Valentine's Day
15000,tt1149363,n/a,Yuki & Nina
15001,tt1371630,64.0,Air Doll
15005,tt1149361,62.0,Micmacs
15012,tt1303828,57.0,Defendor
15016,tt1319694,n/a,Glorious 39
15021,tt1238291,62.0,Five Minutes of Heaven
15035,tt1183697,65.0,Sex Positive
15038,tt1489246,n/a,Terry Fator: Live from Las Vegas
15044,tt1281374,50.0,Don McKay
15045,tt1519402,n/a,Taqwacore: The Birth of Punk Islam
15067,tt0960066,31.0,The Black Waters of Echo's Pond
15073,tt1269734,n/a,Angel of Death
15078,tt1159961,70.0,Waking Sleeping Beauty
15083,tt1358383,n/a,The Ascent of Money
15087,tt0862467,61.0,Valhalla Rising
15090,tt0964586,62.0,Skin
15099,tt1226236,79.0,I Am Love
15100,tt1520496,n/a,Circle of Eight
15103,tt1241707,n/a,For the Love of Movies: The Story of American Film Criticism
15109,tt1318044,n/a,American Virgin
15110,tt1379182,73.0,Dogtooth
15112,tt1124052,85.0,City of Life and Death
15117,tt1226752,n/a,The Dunwich Horror
15124,tt1452291,n/a,Bananas!*
15127,tt1198408,n/a,Tenure
15132,tt1467304,33.0,The Human Centipede (First Sequence)
15151,tt0970452,48.0,Solomon Kane
15154,tt1483831,85.0,Lebanon
15171,tt1329454,76.0,Vengeance
15178,tt0956101,68.0,Big River Man
15181,tt1219836,n/a,Virtuality
15183,tt0808285,40.0,The Good Heart
15184,tt0381940,n/a,Cargo
15193,tt1355640,n/a,The Shock Doctrine
15198,tt1210106,n/a,St Trinian's 2: The Legend of Fritton's Gold
15199,tt1379177,65.0,The Disappearance of Alice Creed
15207,tt1368116,n/a,Merantau
15210,tt1546653,58.0,The Red Chapel
15215,tt1355599,n/a,Stingray Sam
15217,tt1333631,62.0,Art & Copy
15218,tt1524539,n/a,Harishchandrachi Factory
15220,tt1284028,n/a,Love the Beast
15237,tt1236484,n/a,Stoic
15238,tt1331307,n/a,Dread
15258,tt1235072,64.0,Sleep Furiously
15261,tt1288645,n/a,The Forbidden Door
15262,tt1459026,n/a,The Ape
15271,tt1327200,n/a,The Reeds
15272,tt1038011,n/a,The Tomb
15273,tt1479380,n/a,Supermen of Malegaon
15274,tt1081935,n/a,Baarìa
15285,tt1263679,n/a,Firaaq
15288,tt0790627,44.0,Brief Interviews with Hideous Men
15290,tt1278124,n/a,Detour
15300,tt1017460,66.0,Splice
15301,tt1422122,68.0,Tales from the Golden Age
15305,tt1426378,71.0,No One Knows About Persian Cats
15311,tt1073105,n/a,The Descent: Part 2
15318,tt0857275,48.0,Wonderful World
15320,tt1258197,n/a,Exam
15337,tt1225703,n/a,No Greater Love
15339,tt1370889,n/a,Talhotblond
15340,tt1242539,42.0,Godspeed
15346,tt1391544,n/a,Dhoondte Reh Jaoge
15352,tt1016321,n/a,Adrift
15353,tt1198385,n/a,In the Beginning
15356,tt1227762,n/a,Aladin
15361,tt1075113,n/a,Don't Look Back
15371,tt1145479,n/a,Under the North Star
15373,tt1007018,47.0,The Open Road
15374,tt1244588,n/a,Magic Man
15378,tt1204773,71.0,Everyone Else
15379,tt1337057,n/a,Rampage
15386,tt1493886,n/a,The Wild Hunt
15392,tt1179794,n/a,TiMER
15403,tt1144539,61.0,Best Worst Movie
15404,tt1339635,75.0,Beetle Queen Conquers Tokyo
15409,tt1294213,69.0,Solitary Man
15410,tt1315214,n/a,Hannah Free
15411,tt1355623,73.0,Bluebeard
15414,tt1291548,n/a,Tomorrow at Dawn
15415,tt1191111,69.0,Enter the Void
15416,tt1034302,n/a,The Cry of the Owl
15420,tt1570417,n/a,Accident On Hill Road
15430,tt1166810,n/a,Fat People
15440,tt1217616,55.0,Endgame
15441,tt0993841,n/a,Dead Air
15448,tt1288633,n/a,Agallas
15465,tt1345488,n/a,"Manson, My Name Is Evil"
15468,tt1333667,55.0,When You're Strange
15474,tt1235404,n/a,31 North 62 East
15475,tt0815182,39.0,Irene in Time
15488,tt1226232,45.0,The Greatest
15495,tt1438437,n/a,The Phantom
15497,tt1247662,47.0,The Good Guy
15505,tt1001540,n/a,Perestroika
15510,tt1248971,n/a,Cherrybomb
15519,tt1396557,71.0,Winnebago Man
15522,tt3962302,n/a,Passing Strange
15530,tt0485947,63.0,Mr. Nobody
15536,tt1487120,n/a,The Last Truck: Closing of a GM Plant
15537,tt1068669,n/a,Telstar: The Joe Meek Story
15555,tt1252610,n/a,North
15564,tt1227536,n/a,Hellsinki
15565,tt1118045,57.0,Here and There
15566,tt1264904,n/a,Little Nicholas
15568,tt1352369,n/a,Grotesque
15569,tt1002561,n/a,2:13
15570,tt1104126,n/a,Shifty
15580,tt1205535,n/a,The Rebound
15584,tt1513713,n/a,Love in Another Language
15600,tt1217070,n/a,Triage
15604,tt0437405,37.0,Paper Man
15605,tt0870210,n/a,All Tomorrow's Parties
15607,tt1534397,n/a,Mr. Bjarnfreðarson
15614,tt1294161,69.0,The Exploding Girl
15618,tt1424062,49.0,The Thorn in the Heart
15620,tt1419318,n/a,Facing Ali
15629,tt1424797,77.0,I Killed My Mother
15630,tt0808526,69.0,Life During Wartime
15633,tt0458455,n/a,Pope Joan
15644,tt0832318,22.0,What Goes Up
15649,tt1220214,58.0,Heartless
15658,tt1500496,n/a,La Danse: The Paris Opera Ballet
15659,tt1059925,n/a,According to Greta
15660,tt1202514,n/a,Accident
15668,tt1346961,67.0,The Eclipse
15670,tt1285309,55.0,The Joneses
15673,tt1183672,68.0,The Girl on the Train
15678,tt1156143,65.0,Wild Grass
15686,tt1359421,n/a,The Wedding Photographer
15718,tt1183276,n/a,The Horde
15719,tt1381282,n/a,Burrowing
15728,tt1333657,n/a,Shouting Fire: Stories from the Edge of Free Speech
15731,tt1233611,67.0,Visual Acoustics
15739,tt1083853,68.0,Off and Running
15762,tt1137999,n/a,Blood River
15767,tt1135500,21.0,Homecoming
15773,tt1255955,n/a,Men in the City
15777,tt1410261,n/a,Symbol
15812,tt1020543,n/a,Infestation
15813,tt1479847,n/a,2012: Supernova
15843,tt1105512,57.0,The Missing Person
15853,tt1212456,n/a,Entre Nos
15859,tt1251757,60.0,Middle Men
15860,tt1132193,58.0,(Untitled)
15862,tt1189076,53.0,Ricky
15871,tt1276105,32.0,Saint John of Las Vegas
15876,tt1346983,n/a,Loving Leah
15900,tt1572150,n/a,Collision
15901,tt1260567,n/a,Dark House
15903,tt1176252,n/a,Hunger
15909,tt1315962,56.0,Leaving
15917,tt1148165,54.0,Bran Nue Dae
15931,tt1442519,64.0,The Hedgehog
15946,tt1247696,n/a,The Temptation of St. Tony
15950,tt0886539,58.0,Luck By Chance
15951,tt1045642,n/a,Tales From the Script
15975,tt1085779,57.0,The Hole
15982,tt1003034,47.0,Perrier’s Bounty
15997,tt1337137,45.0,South of the Border
15999,tt1424327,70.0,Eyes Wide Open
16002,tt1242618,n/a,Deadline
16004,tt0810821,n/a,A Day In The Life
16013,tt1190894,n/a,"Road, Movie"
16023,tt1426361,n/a,Eastern Plays
16037,tt1428050,n/a,What Became of Us
16044,tt0496634,n/a,The Countess
16046,tt0494864,n/a,Tenderness
16072,tt1333668,64.0,The Horse Boy
16074,tt1245091,n/a,Dark and Stormy Night
16097,tt1405809,71.0,Lourdes
16107,tt1038685,n/a,The King of Fighters
16109,tt1533796,n/a,The magnetic man
16119,tt1270101,n/a,Marcel Reich-Ranicki - Mein Leben
16125,tt1360875,n/a,Katalin Varga
16126,tt1158936,n/a,Eden Is West
16140,tt1326733,75.0,The Art of the Steal
16165,tt1499639,n/a,Adrift
16174,tt1316536,n/a,The Loved Ones
16182,tt0806029,74.0,Farewell
16185,tt1227787,67.0,London River
16194,tt1131727,n/a,Against the Current
16195,tt1326831,66.0,October Country
16197,tt1514837,n/a,Reverse
16202,tt1127221,48.0,Not Forgotten
16205,tt1251725,n/a,Bunny and the Bull
16224,tt1323605,n/a,Suck
16245,tt1356928,76.0,Father of My Children
16254,tt1327819,n/a,Boy Interrupted
16264,tt1379689,n/a,The Interrogation
16271,tt1404653,n/a,The Last Summer of La Boyita
16297,tt1121977,64.0,Mother and Child
16299,tt0839856,n/a,How to Seduce Difficult Women
16314,tt0997263,66.0,Unmade Beds
16319,tt1488163,33.0,Trash Humpers
16348,tt1517252,80.0,Sweetgrass
16349,tt0455638,n/a,Moonlight Serenade
16361,tt1319726,75.0,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers
16378,tt1071812,55.0,Mao's Last Dancer
16385,tt1395183,n/a,Erasing David
16387,tt0374853,n/a,Malice in Wonderland
16423,tt1327726,73.0,Harlan: In the Shadow of Jew Süss
16446,tt1318001,59.0,Handsome Harry
16457,tt0432314,n/a,Leningrad
16487,tt1426352,72.0,Amer
16491,tt1630529,n/a,Clonehunter
16502,tt1526317,n/a,Southern District
16512,tt1166113,n/a,Seven Minutes
16515,tt1183665,54.0,Cracks
16551,tt1143155,75.0,Treeless Mountain
16573,tt1117394,n/a,Transcendent Man
16584,tt0860906,n/a,Evangelion: 2.0 You Can (Not) Advance
16587,tt1285246,82.0,Mademoiselle Chambon
16593,tt1487275,n/a,The White Stripes: Under Great White Northern Lights
16619,tt1352717,n/a,I Knew It Was You: Rediscovering John Cazale
16622,tt1134664,n/a,Boogie Woogie
16630,tt1013856,n/a,Eccentricities of a Blonde-Haired Girl
16634,tt1257562,83.0,Hadewijch
16661,tt1539107,n/a,44500 Max
16666,tt1262413,n/a,Offspring
16694,tt1499666,n/a,Castaway on the Moon
16695,tt1258120,76.0,Army of Crime
16699,tt1230206,n/a,Slaughter
16708,tt1188983,71.0,Bellamy
