,title,rated,genre,runtime,open_date,close_date,studio,director,writer,actors,plot,language,boxoffice,opening,gross,dvd,open_theaters,max_theaters,awards,imdb_id,imdb_rating,imdb_votes,imdb_metascore,rotten_tomato_meter
75,The Mountain Between Us,PG-13,"Action, Adventure, Drama, Romance, Thriller",112.0,2017-10-06,2017-12-21,Twentieth Century Fox,Hany Abu-Assad,"Chris Weitz (screenplay by), J. Mills Goodloe (screenplay by), Charles Martin (based upon the book by)","Idris Elba, Kate Winslet, Beau Bridges, Dermot Mulroney","Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",English,29669726.0,10551336.0,30348555.0,2017-12-26,3088.0,3259.0,2 wins & 1 nomination.,tt2226597,6.4,59536.0,48.0,0.39
76,Baahubali 2: The Conclusion,Not Rated,"Action, Drama",167.0,2017-04-28,2017-05-25,Great India Films,S.S. Rajamouli,"Vijayendra Prasad (story by), S.S. Rajamouli (screenplay by), C.H. Vijay Kumar (telugu dialogue), Ajay Kumar (telugu dialogue), Madhan Karky (tamil dialogue), Manoj Muntashir (hindi dialogue), Mankombu Gopalakrishnan (malayalam dialogue)","Prabhas, Rana Daggubati, Anushka Shetty, Sathyaraj","When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.","Telugu, Tamil, Hindi, Malayalam",18977072.0,10430497.0,20186659.0,2017-12-31,425.0,425.0,5 wins & 6 nominations.,tt4849438,8.2,67828.0,0.0,0.67
77,Kidnap,R,"Crime, Drama, Thriller",95.0,2017-08-04,2017-11-16,-,Luis Prieto,Knate Lee,"Halle Berry, Sage Correa, Chris McGinn, Lew Temple",A mother stops at nothing to recover her kidnapped son.,English,30597319.0,10016323.0,30971040.0,2017-10-31,2378.0,2418.0,1 nomination.,tt1458169,5.9,29965.0,44.0,0.38
78,The Star,PG,"Animation, Adventure, Comedy, Family, Fantasy",86.0,2017-11-17,2017-02-15,Sony Pictures Releasing,Timothy Reckart,"Carlos Kotkin (screenplay by), Simon Moore (story by), Carlos Kotkin (story by)","Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez",A small but brave donkey and his animal friends become the unsung heroes of the first Christmas.,English,40448404.0,9812674.0,40852824.0,2018-02-20,2837.0,2976.0,Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,tt4587656,6.1,5366.0,42.0,0.67
79,The Circle,PG-13,"Drama, Sci-Fi, Thriller",110.0,2017-04-28,2017-06-08,STX Entertainment,James Ponsoldt,"James Ponsoldt (screenplay by), Dave Eggers (screenplay by), Dave Eggers (based on the novel by)","Emma Watson, Ellar Coltrane, Glenne Headly, Bill Paxton","A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",English,20476300.0,9034148.0,20497844.0,2017-08-01,3163.0,3163.0,1 win & 1 nomination.,tt4287320,5.3,74884.0,43.0,0.15
80,My Little Pony: The Movie,PG,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical",99.0,2017-10-06,2017-12-07,Lionsgate,Jayson Thiessen,"Meghan McCarthy (story by), Joe Ballarini (story by), Meghan McCarthy (screenplay by), Rita Hsiao (screenplay by), Michael Vogel (screenplay by), Lauren Faust (based on the television series created by)","Uzo Aduba, Ashleigh Ball, Adam Bengis, Emily Blunt","After a dark force conquers Canterlot, the Mane 6 embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship to save their homeland.",English,21732671.0,8885899.0,21885107.0,2018-01-09,2528.0,2528.0,N/A,tt4131800,6.1,5396.0,39.0,0.48
81,The Greatest Showman,PG,"Biography, Drama, Musical",105.0,2017-12-20,2017-07-26,Twentieth Century Fox,Michael Gracey,"Jenny Bicks (screenplay by), Bill Condon (screenplay by), Jenny Bicks (story by)","Hugh Jackman, Michelle Williams, Zac Efron, Zendaya",Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,English,164616443.0,8805843.0,174045042.0,2018-04-10,3006.0,3342.0,Nominated for 1 Oscar. Another 7 wins & 19 nominations.,tt1485796,7.6,207919.0,48.0,0.56
82,The House,R,"Comedy, Crime",88.0,2017-06-30,2017-08-31,Warner Bros.,Andrew Jay Cohen,"Brendan O'Brien, Andrew Jay Cohen","Will Ferrell, Amy Poehler, Jason Mantzoukas, Ryan Simpkins","After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.",English,25563273.0,8724795.0,25584504.0,2017-10-10,3134.0,3134.0,1 win.,tt4481514,5.6,35401.0,30.0,0.67
83,Home Again,PG-13,"Comedy, Drama, Romance",97.0,2017-09-08,2017-11-09,Open Road Films (II),Hallie Meyers-Shyer,Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Pico Alexander",Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,English,26353346.0,8567881.0,27020284.0,2017-12-12,2940.0,3036.0,N/A,tt5719700,5.8,24072.0,41.0,0.67
84,Sleepless,R,"Action, Crime, Thriller",95.0,2017-01-13,2017-03-09,Open Road Films (II),Baran bo Odar,"Andrea Berloff (screenplay by), Frédéric Jardin (based on the film ""Nuit blanche"" written by), Nicolas Saada (based on the film ""Nuit blanche"" written by), Olivier Douyère (based on the film ""Nuit blanche"" written by)","Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney",A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,English,20757977.0,8344128.0,20783704.0,2017-04-18,1803.0,1803.0,1 nomination.,tt2072233,5.6,26658.0,34.0,0.23
85,The Nut Job 2: Nutty by Nature,PG,"Animation, Adventure, Comedy, Family, Fantasy",91.0,2017-08-11,2017-09-28,Open Road Films (II),Cal Brunker,"Scott Bindley, Cal Brunker, Bob Barlen, Peter Lepeniotis (based on characters created by)","Will Arnett, Maya Rudolph, Bobby Cannavale, Bobby Moynihan","Following the events of the first movie, Surly and his friends must stop Oakton City's Mayor from destroying their home to make way for a dysfunctional amusement park.",English,28342490.0,8342311.0,28370522.0,2017-11-14,4003.0,4003.0,2 nominations.,tt3486626,5.4,5058.0,36.0,0.15
86,Rough Night,R,"Comedy, Crime, Thriller",101.0,2017-06-16,2017-08-31,Sony Pictures Releasing,Lucia Aniello,"Lucia Aniello, Paul W. Downs","Scarlett Johansson, Jillian Bell, Zoë Kravitz, Ilana Glazer",Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,"English, Spanish",22092592.0,8004283.0,22105643.0,2017-09-05,3162.0,3162.0,1 win & 1 nomination.,tt4799050,5.2,41539.0,51.0,0.44
87,CHIPS,R,"Action, Comedy, Crime",100.0,2017-03-24,2017-05-25,Warner Bros.,Dax Shepard,"Rick Rosner (based on the television series created by), Dax Shepard","Michael Peña, Dax Shepard, Vincent D'Onofrio, Rosa Salazar","A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.","English, Spanish",18591819.0,7722802.0,18600152.0,2017-06-27,2464.0,2464.0,1 win & 1 nomination.,tt0493405,6.0,38565.0,28.0,0.18
88,Logan Lucky,PG-13,"Comedy, Crime, Drama",118.0,2017-08-18,2017-11-09,Bleecker Street Media,Steven Soderbergh,Rebecca Blunt,"Farrah Mackenzie, Channing Tatum, Jim O'Heir, Riley Keough",Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,English,27696504.0,7600036.0,27780977.0,2017-11-28,3031.0,3031.0,2 wins & 9 nominations.,tt5439796,7.0,110601.0,78.0,0.92
89,Mother!,R,"Drama, Horror, Mystery",121.0,2017-09-15,2017-10-26,Paramount Pictures,Darren Aronofsky,Darren Aronofsky,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",English,17297289.0,7534673.0,17800004.0,2017-12-19,2368.0,2368.0,5 wins & 30 nominations.,tt5109784,6.6,167450.0,75.0,0.67
90,Diary of a Wimpy Kid: The Long Haul,PG,"Comedy, Family",91.0,2017-05-19,2017-08-17,Twentieth Century Fox,David Bowers,"Jeff Kinney (screenplay by), David Bowers (screenplay by), Jeff Kinney (based on the book by)","Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright",A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,"English, Spanish",20737440.0,7126084.0,20734068.0,2017-08-08,3157.0,3174.0,N/A,tt6003368,4.4,5908.0,39.0,0.67
91,Flatliners,R,"Drama, Horror, Sci-Fi, Thriller",115.0,2017-09-29,2017-11-23,Sony Pictures Releasing,Joel Schumacher,Peter Filardi,"Kiefer Sutherland, Julia Roberts, Kevin Bacon, William Baldwin","Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",English,0.0,6574326.0,16883115.0,1998-01-20,2552.0,2552.0,Nominated for 1 Oscar. Another 2 nominations.,tt0099582,6.6,76068.0,55.0,0.04
92,Only the Brave,PG-13,"Action, Biography, Drama",134.0,2017-10-20,2017-02-01,Sony Pictures Releasing,Joseph Kosinski,"Sean Flynn (based on the GQ article ""No Exit"" by), Ken Nolan, Eric Warren Singer","Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",English,18255680.0,6002665.0,18343983.0,2018-02-06,2577.0,2577.0,3 nominations.,tt3829920,7.7,48120.0,72.0,0.87
93,It Comes at Night,R,"Horror, Mystery",91.0,2017-06-09,2017-09-17,A24,Trey Edward Shults,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough","Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",English,13985117.0,5988370.0,13897266.0,2017-09-12,2533.0,2533.0,8 nominations.,tt4695012,6.2,72230.0,78.0,0.67
94,All the Money in the World,R,"Biography, Crime, Drama, Mystery, Thriller",132.0,2017-12-25,2017-03-22,-,Ridley Scott,"David Scarpa, John Pearson (based on the book 'Painfully Rich: The Outrageous Fortune and Misfortunes of the Heirs of J. Paul Getty' by)","Michelle Williams, Christopher Plummer, Mark Wahlberg, Romain Duris",The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,"English, Italian, Arabic",20153135.0,5584684.0,25113707.0,2018-04-10,2074.0,2123.0,Nominated for 1 Oscar. Another 10 nominations.,tt5294550,6.8,62945.0,72.0,0.79
95,Wish Upon,PG-13,"Drama, Fantasy, Horror, Mystery, Thriller",90.0,2017-07-14,2017-10-12,Broad Green Pictures,John R. Leonetti,Barbara Marshall,"Joey King, Ryan Phillippe, Ki Hong Lee, Mitchell Slaggert",A teenage girl discovers a box that carries magic powers and a deadly price for using them.,English,14301001.0,5467084.0,14301505.0,2017-10-10,2250.0,2250.0,N/A,tt5322012,5.0,15664.0,32.0,0.2
96,Downsizing,R,"Drama, Sci-Fi",135.0,2017-12-22,2017-02-01,Paramount Pictures,Alexander Payne,"Alexander Payne, Jim Taylor","Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig","A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","English, Spanish, Norwegian, French, Korean, Greek, Vietnamese",22932429.0,4954287.0,24449754.0,2018-03-20,2668.0,2668.0,Nominated for 1 Golden Globe. Another 1 win & 14 nominations.,tt1389072,5.7,82618.0,63.0,0.48
97,Born in China,G,Documentary,79.0,2017-04-21,2017-07-06,Walt Disney Studios Motion Pictures,Chuan Lu,"David Fowler, Brian Leith, Phil Chapman, Chuan Lu","John Krasinski, Claire Keim, Xun Zhou","Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.","English, Chinese",13861159.0,4790367.0,13873211.0,2017-12-31,1508.0,1508.0,N/A,tt4629266,7.2,3106.0,57.0,0.67
98,Unforgettable,,,0.0,2017-04-21,2017-06-01,Warner Bros.,,,,,,,4785431.0,11368012.0,,2417.0,2417.0,,,,,,0.67
99,Leap!2017 Re-release,,,0.0,2017-08-25,2017-12-07,The Weinstein Company,,,,,,,4730038.0,21858070.0,,2575.0,2705.0,,,,,,0.67
100,Before I Fall,PG-13,"Drama, Fantasy, Mystery",98.0,2017-03-03,2017-04-27,Open Road Films (II),Ry Russo-Young,"Maria Maggenti (screenplay by), Lauren Oliver (based on the novel by)","Zoey Deutch, Halston Sage, Logan Miller, Kian Lawley","February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.",English,12230741.0,4690214.0,12241122.0,2017-05-30,2346.0,2346.0,2 wins & 2 nominations.,tt1691916,6.4,40856.0,58.0,0.64
101,The Glass Castle,PG-13,"Biography, Drama",127.0,2017-08-11,2017-10-12,Lionsgate,Destin Daniel Cretton,"Destin Daniel Cretton (screenplay by), Andrew Lanham (screenplay by), Jeannette Walls (based upon the book by)","Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,English,17238739.0,4678548.0,17273059.0,2017-11-07,1461.0,1461.0,1 win & 1 nomination.,tt2378507,7.1,25165.0,56.0,0.52
102,A Cure for Wellness,R,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",146.0,2017-02-17,2017-03-23,Twentieth Century Fox,Gore Verbinski,"Justin Haythe (screenplay by), Justin Haythe (story by), Gore Verbinski (story by)","Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.","English, German",8103139.0,4356941.0,8077739.0,2017-06-06,2704.0,2704.0,4 wins & 5 nominations.,tt4731136,6.4,73445.0,47.0,0.67
103,The Belko Experiment,R,"Horror, Thriller",89.0,2017-03-17,2017-05-25,BH Tilt,Greg McLean,James Gunn,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley","In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.",English,10164675.0,4137230.0,10166820.0,2017-06-27,1341.0,1341.0,N/A,tt1082807,6.1,39552.0,44.0,0.52
104,The Promise,PG-13,"Drama, History",133.0,2017-04-21,2017-05-18,Open Road Films (II),Terry George,"Terry George, Robin Swicord","Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho","Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","English, Armenian, German, French, Turkish",8186236.0,4095718.0,8224288.0,2017-07-18,2251.0,2251.0,2 wins & 3 nominations.,tt4776998,5.9,165075.0,49.0,0.51
105,The Case for Christ,PG,"Biography, Drama",112.0,2017-04-07,2017-06-29,Pure Flix Entertainment,Jon Gunn,"Brian Bird (screenplay by), Lee Strobel (based on the book by)","Erika Christensen, Faye Dunaway, Frankie Faison, Robert Forster",An investigative journalist and self-proclaimed atheist sets out to disprove the existence of God after his wife becomes a Christian.,English,14678714.0,3967885.0,14682684.0,2017-08-15,1174.0,1386.0,N/A,tt6113488,6.2,6764.0,50.0,0.59
106,Thank You for Your Service,R,"Biography, Drama, War",109.0,2017-10-27,2017-11-30,Universal Pictures,Jason Hall,"David Finkel (Thank You for Your Service by), Jason Hall","Miles Teller, Beulah Koale, Joe Cole, Scott Haze","A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",English,9437885.0,3817700.0,9479390.0,2018-01-23,2054.0,2083.0,1 win.,tt2776878,6.5,10592.0,68.0,0.77
107,Megan Leavey,PG-13,"Biography, Drama, War",116.0,2017-06-09,2017-09-14,Bleecker Street Media,Gabriela Cowperthwaite,"Pamela Gray, Annie Mumolo, Tim Lovestedt","Kate Mara, Edie Falco, Alisa Harris, Nick Madrick",Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,"English, Arabic",13401068.0,3810867.0,13406883.0,2017-09-05,1956.0,1956.0,1 win.,tt4899370,7.1,19667.0,66.0,0.87
108,The Space Between Us,PG-13,"Drama, Romance, Sci-Fi",120.0,2017-02-03,2017-03-02,STX Entertainment,Peter Chelsom,"Allan Loeb (screenplay by), Stewart Schill (story by), Richard Barton Lewis (story by), Allan Loeb (story by)","Gary Oldman, Janet Montgomery, Trey Tucker, Scott Takeda","The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be.",English,7829766.0,3775596.0,7885294.0,2017-05-16,2812.0,2812.0,4 nominations.,tt3922818,6.4,42781.0,33.0,0.17
109,Rock Dog,PG,"Animation, Adventure, Comedy, Family, Music",90.0,2017-02-24,2017-04-13,Lionsgate,Ash Brannon,"Ash Brannon (screenplay by), Kurt Voelker (screenplay by), Ash Brannon (story by), Jun Zheng (story by), Jun Zheng (based on the graphic novel ""Tibetan Rock Dog"" by), Denise Bradley (additional story material), Vincente DiSanti (additional story material), Will Finn (additional story material), Carolyn Gair (additional story material), Nicole McMath (additional story material), Josh Zinman (additional story material)","Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black","When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",English,0.0,3704749.0,9420546.0,2017-12-31,2077.0,2077.0,2 nominations.,tt2822672,5.9,4162.0,48.0,0.47
112,The Founder,PG-13,"Biography, Drama, History",115.0,2017-01-19,2017-04-27,The Weinstein Company,John Lee Hancock,Robert Siegel,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini","The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.","English, Yiddish",12785093.0,3404102.0,12786053.0,2017-04-18,1115.0,1115.0,1 win & 3 nominations.,tt4276820,7.2,102583.0,66.0,0.81
113,The Snowman,R,"Crime, Drama, Mystery, Thriller",119.0,2017-10-20,2017-11-23,Universal Pictures,Tomas Alfredson,"Peter Straughan (screenplay by), Hossein Amini (screenplay by), Søren Sveistrup (screenplay by), Jo Nesbø (based on the novel by)","Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson",Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,"English, Russian",6658715.0,3372565.0,6670765.0,2018-01-16,1812.0,1815.0,1 nomination.,tt1758810,5.1,50883.0,23.0,0.07
114,The Zookeeper's Wife,PG-13,"Biography, Drama, History, War",127.0,2017-03-31,2017-06-22,Focus Features,Niki Caro,"Angela Workman (screenplay), Diane Ackerman (based on the book by)","Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford","The Zookeeper's Wife tells the account of keepers of the Warsaw Zoo, Antonina and Jan Zabinski, who helped save hundreds of people and animals during the German invasion.","English, German, Hebrew",17407536.0,3288835.0,17445186.0,2017-07-04,541.0,1057.0,2 wins & 3 nominations.,tt1730768,7.0,33263.0,57.0,0.63
115,Father Figures,R,"Comedy, Drama, Sport",113.0,2017-12-22,2017-02-15,Warner Bros.,Lawrence Sher,Justin Malen,"Robert Jon Mello, Ed Helms, Retta, Zachary Haven","Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.",English,16772934.0,3287451.0,17501244.0,2018-04-03,2902.0,2902.0,N/A,tt1966359,5.5,15157.0,22.0,0.17
116,Just Getting Started,PG-13,"Action, Comedy",91.0,2017-12-08,2017-01-25,Broad Green Pictures,Ron Shelton,Ron Shelton,"Morgan Freeman, Tommy Lee Jones, Rene Russo, Joe Pantoliano","A two-hander action comedy in the vein of Midnight Run (1988), about an ex-F.B.I. Agent (Tommy Lee Jones) and an ex-mob lawyer in the Witness Protection Program (Morgan Freeman) having to put aside their petty rivalry on the golf course to fend off a mob hit.",English,0.0,3201459.0,6069605.0,2018-02-27,2161.0,2161.0,N/A,tt5721088,4.4,5172.0,21.0,0.05
117,Marshall,PG-13,"Biography, Crime, Drama, History",118.0,2017-10-13,2017-01-18,Open Road Films (II),Reginald Hudlin,"Michael Koskoff, Jacob Koskoff","Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown","The story of Thurgood Marshall, the crusading lawyer who would become the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",English,0.0,3000805.0,10051659.0,2017-12-31,821.0,821.0,Nominated for 1 Oscar. Another 4 wins & 16 nominations.,tt5301662,7.2,15582.0,66.0,0.67
118,Suburbicon,R,"Comedy, Crime, Drama, Mystery, Thriller",105.0,2017-10-27,2017-11-16,Paramount Pictures,George Clooney,"Joel Coen, Ethan Coen, George Clooney, Grant Heslov","Steve Monroe, Gavin Wilde, Landon Gordon, Hope Banks","As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.",English,0.0,2840246.0,5775178.0,2017-12-31,2046.0,2046.0,3 wins & 5 nominations.,tt0491175,5.7,33599.0,42.0,0.28
119,Birth of the Dragon,PG-13,"Action, Biography, Drama",95.0,2017-08-25,2017-09-28,BH Tilt,George Nolfi,"Stephen J. Rivele, Christopher Wilkinson, Michael Dorgan (based on the article ""Bruce Lee's Toughest Fight"" by)","Yu Xia, Wang Xi'An, Hai Yu, Yue Wu","Set against the backdrop of 1960s San Francisco, BIRTH OF THE DRAGON is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-coming Bruce Lee and kung fu master Wong Jack Man - a battle that gave birth to a legend.","English, Mandarin",6895695.0,2702430.0,6901965.0,2017-11-21,1618.0,1633.0,1 win.,tt2720826,5.4,6312.0,35.0,0.24
120,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,,,0.0,2017-08-26,2017-08-26,Fathom Events,,,,,,,2620183.0,2620183.0,,532.0,532.0,,,,,,0.67
121,Same Kind of Different as Me,PG-13,"Biography, Drama",119.0,2017-10-20,2017-02-01,Pure Flix Entertainment,Michael Carney,"Michael Carney (screenplay), Alexander Foard (screenplay), Ron Hall (screenplay), Ron Hall (book), Denver Moore (book), Lynn Vincent (book)","Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight","International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",English,6410279.0,2591985.0,6423605.0,2018-02-20,1362.0,1362.0,N/A,tt1230168,6.6,4874.0,47.0,0.67
122,Lowriders,PG-13,"Adventure, Crime, Drama",98.0,2017-05-12,2017-06-29,BH Tilt,Ricardo de Montreuil,"Elgin James, Cheo Hodari Coker","Gabriel Chavarria, Demián Bichir, Theo Rossi, Tony Revolori","A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",English,6155650.0,2403885.0,6179955.0,2017-12-31,295.0,365.0,5 nominations.,tt1366338,5.7,2003.0,57.0,0.57
123,Molly's Game,R,"Biography, Crime, Drama",140.0,2017-12-25,2017-03-08,STX Entertainment,Aaron Sorkin,"Aaron Sorkin (written for the screen by), Molly Bloom (based on the book by)","Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera","The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",English,28744803.0,2349967.0,28780744.0,2018-04-10,271.0,1708.0,Nominated for 1 Oscar. Another 3 wins & 40 nominations.,tt4209788,7.5,111386.0,71.0,0.67
124,Friend Request,R,"Horror, Mystery, Thriller",92.0,2017-09-22,2017-11-30,Entertainment Studios Motion Pictures,Simon Verhoeven,"Matthew Ballen, Philip Koch, Simon Verhoeven","Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan","When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",English,3758792.0,2002863.0,3759078.0,2018-01-09,2573.0,2573.0,2 wins & 1 nomination.,tt3352390,5.3,22312.0,31.0,0.17
125,Phoenix Forgotten,PG-13,"Horror, Mystery, Sci-Fi, Thriller",87.0,2017-04-21,2017-06-15,Cinelou Films,Justin Barber,"T.S. Nowlin, Justin Barber","Florence Hartigan, Luke Spencer Roberts, Chelsea Lopez, Justin Matthews","20 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.",English,3599570.0,1816499.0,3600146.0,2017-08-01,1626.0,1626.0,1 nomination.,tt6574272,5.2,4941.0,33.0,0.41
126,Your Name.,PG,"Animation, Drama, Fantasy, Romance",106.0,2017-04-07,2017-07-27,FUNimation Entertainment,Makoto Shinkai,"Makoto Shinkai (based on his novel), Makoto Shinkai (screenplay), Clark Cheng (english script)","Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yûki","Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Japanese,4676810.0,1813781.0,5017246.0,2017-11-07,311.0,311.0,14 wins & 22 nominations.,tt5311514,8.4,146050.0,79.0,0.67
127,Raees,Not Rated,"Action, Crime, Drama",143.0,2017-01-25,2017-02-05,-,Rahul Dholakia,"Rahul Dholakia, Harit Mehta, Niraj Shukla, Ashish Vashi","Raj Arjun, Shubham Chintamani, Shubham Tukaram, Dhanveer",A bootlegger sets out to improve his community as a promising leader but falls in a political trap.,Hindi,3262954.0,1798379.0,3262954.0,2017-12-31,265.0,265.0,1 win & 11 nominations.,tt3405236,6.8,37388.0,0.0,0.67
128,Tiger Zinda Hai,Not Rated,"Action, Adventure, Thriller",161.0,2017-12-22,2017-01-07,-,Ali Abbas Zafar,"Neelesh Misra (story), Ali Abbas Zafar (story), Ali Abbas Zafar (screenplay and dialogue), Aditya Chopra (original characters)","Salman Khan, Katrina Kaif, Anupriya Goenka, Paresh Rawal","When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.","Hindi, English",5560921.0,1787108.0,5560921.0,2017-12-31,299.0,299.0,1 win.,tt5956100,6.0,19743.0,0.0,0.73
129,Close Encounters of the Third Kind2017 Re-release,,,0.0,2017-09-01,2017-09-21,Sony Pictures Releasing,,,,,,,1767758.0,3100479.0,,901.0,901.0,,,,,,0.67
132,Sleight,R,"Action, Drama, Sci-Fi, Thriller",89.0,2017-04-28,2017-06-08,BH Tilt,J.D. Dillard,"J.D. Dillard, Alex Theurer","Jacob Latimore, Seychelle Gabriel, Storm Reid, Donzaleigh Abernathy","A young street magician (Jacob Latimore) is left to care for his little sister after their parents' passing, and turns to illegal activities to keep a roof over their heads. When he gets in...",English,3847290.0,1701785.0,3930990.0,2017-08-01,565.0,591.0,3 nominations.,tt4573516,5.9,7262.0,62.0,0.77
