,title,rated,genre,runtime,open_date,close_date,studio,director,writer,actors,plot,language,boxoffice,opening,gross,dvd,open_theaters,max_theaters,awards,imdb_id,imdb_rating,imdb_votes,imdb_metascore,rotten_tomato_meter
598,Served Like a Girl,N/A,Documentary,103.0,2017-08-25,2017-09-21,Entertainment Studios Motion Pictures,Lysa Heslov,"Tchavdar Georgiev, Lysa Heslov","Nichole Alred, Jas Boothe, Rachel Engler, Hope Garcia","Director Lysa Heslov's documentary, ""Served Like a Girl, provides a candid look at several American women as they transition from active duty to civilian life after serving tours of duty in...",English,8237.0,1844.0,8290.0,2017-12-31,4.0,8.0,1 win & 3 nominations.,tt6175710,7.8,53.0,85.0,1.0
599,1898. Los últimos de Filipinas,R,"Drama, History, War",105.0,2017-03-03,2017-03-09,Sony Pictures Releasing,Salvador Calvo,Alejandro Hernández,"Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde",A soldiers trapped inside a church as last refugee. A fight that no one couldn't win. A war that no one wanted to lose.,Spanish,0.0,1844.0,2848.0,2017-12-31,10.0,10.0,1 win & 16 nominations.,tt5698568,6.5,2050.0,0.0,0.67
600,Paradise Club,R,"Drama, History",93.0,2017-09-08,2017-11-16,Indican Pictures,Carolyn Cavallero,"Carolyn Cavallero, Carolyn Cavallero","Elizabeth Rice, Eric Roberts, Evan Williams, Nicole Arianna Fox","During the height of the social revolution, a young dancer searches for salvation when she chooses to leave paradise.",English,0.0,1758.0,22381.0,2017-12-31,2.0,3.0,N/A,tt2540136,6.5,17.0,0.0,0.67
601,Thirst Street,Unrated,"Comedy, Drama, Romance",83.0,2017-09-22,2017-11-23,The Samuel Goldwyn Company,Nathan Silver,"Nathan Silver, C. Mason Wells","Lindsay Burdge, Anjelica Huston, Esther Garrel, Lola Bessis","Gina, an American flight attendant, falls in with a Parisian bartender on a layover only to find herself tangled in a web of deception, delusion and unrequited amour fou.","French, English",0.0,1737.0,8434.0,2017-12-31,1.0,3.0,2 wins & 2 nominations.,tt5802404,5.9,387.0,71.0,0.77
602,Lovesong,Not Rated,"Drama, Romance",84.0,2017-02-17,2017-04-27,Strand Releasing,So Yong Kim,"So Yong Kim, Bradley Rust Gray","Riley Keough, Jessie Ok Gray, Cary Joji Fukunaga, Jena Malone",The relationship between two friends deepens during an impromptu road trip.,English,10545.0,1718.0,3261.0,2017-12-31,1.0,3.0,1 win & 3 nominations.,tt4305148,6.3,3391.0,74.0,0.83
603,Félicité,N/A,"Drama, Music",129.0,2017-10-27,2017-01-25,Strand Releasing,Alain Gomis,"Alain Gomis (screenplay), Olivier Loustau (collaboration), Delphine Zingg (collaboration)","Véro Tshanda Beya Mputu, Gaetan Claudia, Papi Mpaka, Nadine Ndebo","Félicité sings in a bar in Kinshasa. When her 14-year-old son has a motorcycle accident, she goes on a frantic search through the streets of Kinshasa, a world of music and dreams. And her path crosses that of Tabu.","Lingala, French",0.0,1713.0,10503.0,2017-12-31,1.0,5.0,6 wins & 8 nominations.,tt5980798,6.4,759.0,75.0,0.67
604,Love & Taxes,,,0.0,2017-03-03,2017-04-13,Abramorama,,,,,,,1698.0,33150.0,,1.0,4.0,,,,,,0.67
605,Pelle the Conqueror2017 Re-release,,,0.0,2017-02-24,2017-05-04,Film Movement,,,,,,,1676.0,8767.0,,1.0,4.0,,,,,,0.67
606,Suntan,Unrated,Drama,104.0,2017-03-10,2017-06-01,Strand Releasing,Argyris Papadimitropoulos,"Argyris Papadimitropoulos, Syllas Tzoumerkas","Makis Papadimitriou, Elli Tringou, Hara Kotsali, Milou Van Groesen","On a hedonistic Greek island, a middle-aged doctor becomes obsessed with a young tourist when she lets him tag along with her group of hard partying friends.","Greek, English",0.0,1629.0,6199.0,2017-12-31,1.0,1.0,5 wins & 2 nominations.,tt3954660,6.6,4931.0,59.0,0.72
607,Trespass Against Us,R,"Action, Crime, Drama, Thriller",99.0,2017-01-20,2017-02-16,A24,Adam Smith,Alastair Siddons,"Michael Fassbender, Brendan Gleeson, Lyndsey Marshal, Georgie Smith",A man looks to find a way to escape the criminal ways of his outlaw family.,English,0.0,1620.0,5711.0,2017-03-07,20.0,20.0,5 nominations.,tt3305308,5.8,6809.0,50.0,0.57
608,Dayveon,N/A,Drama,75.0,2017-09-13,2017-09-21,FilmRise,Amman Abbasi,"Amman Abbasi, Steven Reneau","Devin Blackmon, Dontrell Bright, Lachion Buckingham, Kordell Johnson","In the wake of his older brother's death, 13-year-old Dayveon spends the sweltering summer days roaming his rural Arkansas town. When he falls in with a local gang, he becomes drawn to the camaraderie and violence of their world.",English,2200.0,1592.0,2077.0,2017-12-31,3.0,3.0,2 wins & 2 nominations.,tt6266218,6.3,357.0,69.0,0.71
609,Night School,PG-13,Comedy,111.0,2017-06-09,2017-06-29,Oscilloscope,Malcolm D. Lee,"Kevin Hart, Harry Ratchford, Joey Wells, Matthew Kellard, Nicholas Stoller, John Hamburg","Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco",A group of high school dropouts are forced to attend night school in hope that they'll pass the GED exam to finish high school.,"English, Spanish, French, Arabic",0.0,1588.0,4663.0,2019-01-01,1.0,2.0,N/A,tt6781982,5.6,27641.0,43.0,0.95
610,Kepler's Dream,N/A,"Adventure, Drama, Family",90.0,2017-12-01,2017-12-14,-,Amy Glazer,"Sylvia Brownrigg, Ann Cummins, Amy Glazer, Vijay Rajan","Tailinh Agoyo, Isabella Blake-Thomas, Ryan Jason Cook, Leedy Corbin",An 11 year old girl searches for a missing rare book from her grandmother's (Holland Taylor) library and tries to understand why her family is fractured the way it is during a memorable ...,English,0.0,1582.0,2923.0,2017-12-01,11.0,11.0,1 nomination.,tt3906724,6.3,6.0,0.0,0.56
611,Seven Beauties,R,"Comedy, Drama, War",116.0,2017-04-14,2017-06-15,Kino Lorber,Lina Wertmüller,Lina Wertmüller,"Giancarlo Giannini, Fernando Rey, Shirley Stoler, Elena Fiore","The defense of honor, a strong value in Neapolitan society, and his effects on the life of everyman Pasquale Frafuso.","Italian, German, Neapolitan, Spanish",11962.0,1536.0,8245.0,1998-10-06,1.0,2.0,Nominated for 4 Oscars. Another 2 wins & 5 nominations.,tt0075040,7.8,4487.0,0.0,0.67
612,The Dark Below,UNRATED,Thriller,75.0,2017-03-10,2017-04-30,Parade Deck Films,Douglas Schulze,"Douglas Schulze (story by), Jonathan D'Ambrosio, Douglas Schulze (screenplay)","Lauren Mae Shafer, David G.B. Brown, Veronica Cartwright, Arielle Olkhovsky",A woman struggles for survival beneath a frozen lake while a serial killer stalks her from the surface.,English,0.0,1526.0,5758.0,2017-12-31,1.0,3.0,N/A,tt3591696,4.5,222.0,0.0,0.17
613,Last Men in Aleppo,Not Rated,"Documentary, War",83.0,2017-05-05,2017-12-31,Grasshopper Film,"Feras Fayyad, Steen Johannessen(co-director)",Feras Fayyad,"Khaled Umar Harah, Batul, Mahmoud, Abu Umar","Khaled, Mahmoud and Subhi volunteer with the White Helmets trying to save lives of hundreds of victims in the besieged city of Aleppo during the Syrian Civil War.",Arabic,0.0,1505.0,12696.0,2018-03-27,1.0,5.0,Nominated for 1 Oscar. Another 18 wins & 13 nominations.,tt6333074,7.4,2336.0,80.0,0.67
614,Tomorrow,G,Documentary,118.0,2017-03-10,2017-12-31,Under The Milky Way,"Cyril Dion, Mélanie Laurent",Cyril Dion,"Anthony Barnosky, Olivier De Schutter, Cyril Dion, Emmanuel Druon","Climate is changing. Instead of showing all the worst that can happen, this documentary focuses on the people suggesting solutions and their actions.","English, French, Finnish",0.0,1480.0,62510.0,2017-12-31,1.0,20.0,1 win & 1 nomination.,tt4449576,8.1,2830.0,71.0,0.67
615,"Accidental Courtesy: Daryl Davis, Race & America",N/A,"Documentary, Biography, History",96.0,2017-01-06,2017-01-12,First Run,Matthew Ornstein,N/A,"Daryl D. Davis, Kenneth Nwadike, Michael Wood Jr.","Daryl Davis is an accomplished musician who was played all over the world. He also has an unusual hobby, particularly for a middle aged black man. When not displaying his musical chops, ...",English,1452.0,1452.0,1940.0,2017-12-31,1.0,1.0,2 wins & 3 nominations.,tt5390430,7.6,935.0,63.0,0.67
616,Contemporary Color,PG-13,"Documentary, Music",97.0,2017-03-01,2017-04-27,Oscilloscope,"Bill Ross IV, Turner Ross",N/A,"Simon Bennett, David Byrne, Christian Delmotte, Nelly Furtado","In the summer of 2015, legendary musician David Byrne staged an event at Brooklyn's Barclays Center to celebrate the art of Color Guard: synchronized dance routines involving flags, rifles,...",English,15275.0,1451.0,6395.0,2017-12-31,1.0,5.0,5 wins & 5 nominations.,tt5258306,6.2,118.0,79.0,0.67
617,Irreplaceable,N/A,"Comedy, Drama",102.0,2017-02-02,2017-12-31,Distrib Films,Thomas Lilti,"Thomas Lilti (screenplay), Baya Kasmi (screenplay), Thomas Lilti (original idea), Khalladi Shérazade (scenario consultant)","François Cluzet, Marianne Denicourt, Christophe Odent, Patrick Descamps","After a doctor is diagnosed with cancer, a new doctor joins him to help him treat his rural patients.",French,0.0,1443.0,5116.0,2017-12-31,2.0,3.0,2 nominations.,tt5078326,6.5,2396.0,0.0,0.67
618,Who's Crazy?,N/A,Drama,73.0,2017-03-10,2017-06-15,Kino Lorber,"Thomas White, Allan Zion","Thomas White, Allan Zion","Wimme Andre, Melvin Clay, Tom Edmonston, Carl Einhorn",Patients from an insane asylum find refuge at a farmhouse after escaping from a bus.,English,3045.0,1355.0,3141.0,2017-12-31,1.0,2.0,N/A,tt4775814,6.5,11.0,77.0,0.71
619,Soul on a String,N/A,Drama,142.0,2017-05-19,2017-07-06,Film Movement,Yang Zhang,"Yang Zhang, Zhaxidawa","Quni Ciren, Kimba, Siano Dudiom Zahi",A killer is entrusted with a sacred mission.,Tibetan,3555.0,1355.0,3555.0,2017-09-12,2.0,2.0,1 win & 7 nominations.,tt5974624,6.7,131.0,0.0,0.89
620,Escapes,N/A,"Drama, Horror",72.0,2017-07-28,2017-12-31,Grasshopper Film,David Steensland,David Steensland,"Vincent Price, Todd Fulton, Jerry Grisham, Michael Patton-Hall","An anthology of five tales of terror, each originally produced for video. The titles are ""Something's Fishy,"" ""Coffee Break,"" ""Who's There,"" ""Jonah's Dream,"" and ""Think Twice.""",English,0.0,1339.0,15712.0,1993-09-11,1.0,4.0,N/A,tt0091016,4.6,129.0,0.0,0.67
621,The Polar Express2017 IMAX Release,,,0.0,2017-11-17,2017-12-31,Warner Bros.,,,,,,,1321.0,875150.0,,0.0,0.0,,,,,,0.67
622,Saving Banksy,Unrated,Documentary,80.0,2017-01-13,2017-04-30,Parade Deck Films,Colin M. Day,"Éva Boros (story), Paul Polycarpou","Ben Eine, Glen E. Friedman, Kelly 'Risk' Graval, Doze Green","Internationally known graffiti artist, Banksy, left his mark on San Francisco in April 2010. Little did he know that this act of vandalism would spark a chain of events that includes one of...",English,47965.0,1317.0,46740.0,2017-12-31,1.0,6.0,1 win & 1 nomination.,tt4036488,6.8,943.0,73.0,1.0
623,Dans les pas de Trisha Brown,N/A,Documentary,79.0,2017-02-07,2017-12-31,Icarus Films,Marie-Hélène Rebois,Marie-Hélène Rebois,N/A,N/A,French,0.0,1232.0,6230.0,2017-12-31,1.0,4.0,N/A,tt6088298,0.0,0.0,0.0,0.67
624,Amnesia,N/A,Drama,96.0,2017-07-21,2017-08-17,Film Movement,Barbet Schroeder,"Emilie Bickerton (screenplay), Peter F. Steinbach (screenplay), Susan Hoffman (screenplay), Barbet Schroeder (screenplay)","Marthe Keller, Max Riemelt, Bruno Ganz, Corinna Kirchhoff","Jo has come to Ibiza to be a DJ in the club Amnesia. He befriends a solitary woman who's trying to forget her past. As Jo draws her into techno music, Martha puts everything she had previously lived by into question.","French, German, Spanish, Russian, Catalan",0.0,1202.0,5073.0,2015-08-31,1.0,2.0,1 nomination.,tt3774092,6.1,843.0,59.0,0.76
625,Demons,Not Rated,Horror,88.0,2017-10-05,2017-10-19,-,Lamberto Bava,"Dardano Sacchetti (original story), Dario Argento (screenplay), Lamberto Bava (screenplay), Dardano Sacchetti (screenplay), Franco Ferrini (screenplay)","Urbano Barberini, Natasha Hovey, Karl Zinny, Fiore Argento","A group of random people are invited to a screening of a mysterious movie, only to find themselves trapped in the theater with ravenous demons.",Italian,0.0,1202.0,2671.0,2014-11-11,2.0,3.0,2 nominations.,tt0089013,6.7,18305.0,0.0,0.67
626,Emily,N/A,"Short, Drama",12.0,2017-01-27,2017-04-30,-,Caroline Harvey,Caroline Harvey,"Felicity Jones, Christopher Eccleston, Vic Waghorn","EMILY puts two English characters within the framework of a stereotypically French film, deconstructing a common sexual fantasy to explore the moment two strangers meet and attempt to fill their loneliness with each others' need.",English,0.0,1164.0,3982.0,2017-12-31,1.0,2.0,N/A,tt2582230,7.1,36.0,0.0,0.67
627,The Skyjacker's Tale,N/A,Documentary,75.0,2017-06-30,2017-09-21,Strand Releasing,Jamie Kastner,Jamie Kastner,"Ishmael Muslim Ali, Daniela Biz, Tainya-Sue Brown, Isabella Carr","After five citizens of the Virgin Islands are convicted in the 1970s of a massacre at one of the island's fancy country clubs, their ostensible leader stages a skyjacking and escapes to Cuba.",English,6253.0,1097.0,2788.0,2017-12-31,1.0,2.0,2 nominations.,tt5938234,6.1,57.0,54.0,0.63
628,Swept Away,R,"Comedy, Romance",89.0,2017-04-14,2017-06-15,Kino Lorber,Guy Ritchie,Guy Ritchie (screenplay),"Bruce Greenwood, Madonna, Elizabeth Banks, Michael Beattie",A snooty socialite is stranded on a Mediterranean island with a communist sailor.,"English, Greek, Italian",553102.0,1011.0,5096.0,2003-02-11,1.0,2.0,8 wins & 8 nominations.,tt0291502,3.6,14560.0,18.0,0.67
629,The Outcasts,PG-13,Comedy,95.0,2017-04-14,2017-04-20,-,Peter Hutchings,"Dominique Ferrari, Suzanne Wrubel","Victoria Justice, Eden Sher, Ashley Rickards, Avan Jogia","After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",English,0.0,1008.0,1455.0,2017-04-14,11.0,11.0,N/A,tt2597760,5.5,3219.0,47.0,0.5
630,The Penguin Counters,N/A,"Documentary, Adventure",67.0,2017-04-21,2017-04-23,First Run,"Peter Getzels, Harriet Gordon Getzels, Erik Osterholm",Harriet Getzels,N/A,"Armed with low tech gear and high minded notions that penguin populations hold the key to human survival, Ron Naveen lays bare his 30 year love affair with the world's most pristine ...",English,976.0,976.0,976.0,2017-12-31,1.0,1.0,N/A,tt4094598,0.0,0.0,0.0,0.67
631,Massacre on Aisle 12,Not Rated,"Comedy, Horror",83.0,2017-01-27,2017-05-11,Indican Pictures,"Jim Klock(co-director), William Mark McCullough(co-director)","Chad Ridgely, A.J. Via","Chad Ridgely, Michael Buonomo, Jim Klock, Doug Burch",A hardware store employee's first night on the job is disrupted by the discovery of a dead body and a duffel bag full of cash.,N/A,0.0,967.0,21106.0,2017-12-31,1.0,3.0,1 win & 4 nominations.,tt4010862,5.2,1203.0,0.0,0.67
632,Behind the White Glasses,N/A,"Documentary, Biography",112.0,2017-04-21,2017-06-15,Kino Lorber,Valerio Ruiz,Valerio Ruiz,"Martin Scorsese, Rutger Hauer, Sophia Loren, Nastassja Kinski","It is a musical portrait that shines a spotlight on unknown aspects of the creative, visionary and groundbreaking talent of filmmaker and writer, Lina Wertmüller.","English, Italian",0.0,900.0,1671.0,2017-12-31,1.0,1.0,1 win & 2 nominations.,tt2721510,8.4,185.0,0.0,0.67
633,A Different American Dream,N/A,Documentary,84.0,2017-01-06,2017-01-12,First Run,Simon Brook,"Simon Brook, Jane Wells",N/A,In North Dakota an Indian nation finds itself at a critical moment in its long history. The Three Affiliated Tribes face catastrophic damage to their land and culture as a result of the recent oil boom on the Fort Berthold Reservation.,English,0.0,848.0,1172.0,2017-12-31,0.0,1.0,N/A,tt5095472,7.6,5.0,0.0,0.67
634,The Ardennes2016 Re-release,,,0.0,2017-01-06,2017-03-02,Film Movement,,,,,,,840.0,5638.0,,1.0,6.0,,,,,,0.67
635,We Are the Flesh,Not Rated,"Drama, Fantasy, Horror",79.0,2017-01-13,2017-02-26,Arrow Films,Emiliano Rocha Minter,Emiliano Rocha Minter,"Noé Hernández, María Evoli, Diego Gamaliel, Gabino Rodríguez","After wandering a ruined city for years in search of food and shelter, two siblings find their way into one of the last remaining buildings. Inside, they find a man who will make them a dangerous offer to survive the outside world.",Spanish,0.0,835.0,8110.0,2017-12-31,3.0,3.0,4 wins & 6 nominations.,tt4682708,4.7,1877.0,62.0,0.67
636,It's Not Yet Dark,N/A,Documentary,81.0,2017-08-04,2017-08-10,FilmRise,Frankie Fenton,N/A,"Simon Fitzmaurice, Ruth Fitzmaurice, Damien Fitzmaurice, Florence Fitzmaurice","It's Not Yet Dark tells the ground breaking story of Simon Fitzmaurice, a talented young Irish film maker with ALS (MND), as he embarks on directing his first feature film through the use of his eyes and eye gaze technology.",English,0.0,811.0,1227.0,2017-12-31,2.0,2.0,2 wins & 8 nominations.,tt5433330,7.7,154.0,75.0,0.95
637,After Love,N/A,Drama,100.0,2017-08-09,2017-09-28,Distrib Films,Joachim Lafosse,"Mazarine Pingeot, Fanny Burdino, Joachim Lafosse, Thomas van Zuylen (collaborating writer)","Bérénice Bejo, Cédric Kahn, Marthe Keller, Jade Soentjens","After 15 years of marriage, a couple with two kids is about to divorce. Until the husband find a new place to live, they have to cohabit, and figure out how to share their belongings.",French,13621.0,810.0,11662.0,2017-11-21,1.0,5.0,3 wins & 2 nominations.,tt4746484,6.5,1730.0,66.0,0.67
638,I Dream in Another Language,Unrated,"Drama, Romance",103.0,2017-07-28,2017-08-10,FilmRise,Ernesto Contreras,Carlos Contreras,"Fernando Álvarez Rebeil, José Manuel Poncelis, Eligio Meléndez, Fátima Molina","When a language dies, a unique vision of the world is lost forever.","Spanish, English",0.0,810.0,2739.0,2017-12-31,1.0,1.0,8 wins & 3 nominations.,tt3278224,7.4,1971.0,64.0,0.67
639,The Tribes of Palos Verdes,R,Drama,104.0,2017-12-01,2017-12-17,IFC Films,"Brendan Malloy, Emmett Malloy","Karen Croner (screenplay by), Joy Nicholson (based on the novel by)","Maika Monroe, Cody Fern, Jennifer Garner, Justin Kirk","When the situation at her idyllic Palos Verdes home turns volatile, young Medina attempts to surf her way to happiness.",English,0.0,796.0,11603.0,2018-04-10,1.0,9.0,1 win.,tt1507571,5.8,1800.0,49.0,0.64
640,Extraordinary Ordinary People,N/A,Documentary,84.0,2017-09-15,2017-09-21,First Run,Alan Govenar,"Alan Govenar, Jason Johnson-Spinos",N/A,N/A,English,744.0,744.0,880.0,2017-12-31,1.0,1.0,N/A,tt7379362,0.0,0.0,0.0,0.67
641,Starless Dreams,N/A,Documentary,76.0,2017-01-20,2017-07-02,The Cinema Guild,Mehrdad Oskouei,Mehrdad Oskouei,N/A,"Teenage girls consigned to the Iranian ""Correctional and Rehabilitation Centre"" discuss their troubled lives and reveal what brought them there.",Persian,0.0,707.0,5937.0,2017-12-31,1.0,2.0,9 wins & 2 nominations.,tt5350800,8.0,165.0,85.0,0.67
642,Planetarium,Not Rated,"Drama, Fantasy, Mystery, Romance, Thriller",105.0,2017-08-11,2017-08-31,-,Rebecca Zlotowski,"Rebecca Zlotowski (screenplay), Robin Campillo (screenplay)","Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar",Follows the journey of sisters who are believed to possess the supernatural ability to connect with ghosts. They cross paths with a visionary French producer while performing in Paris.,"English, French",0.0,625.0,1142.0,2017-12-31,1.0,1.0,1 win & 2 nominations.,tt4680196,4.6,2545.0,44.0,0.67
643,Singularity,PG-13,"Action, Adventure, Drama, Sci-Fi",92.0,2017-11-03,2017-12-31,Vertical Entertainment,Robert Kouba,"Robert Kouba, Robert Kouba (story), Sebastian Cepeda (story)","Julian Schaffner, John Cusack, Carmen Argenziano, Eileen Grubba","Earth 2019, 3/4 of it's households have a robot. The AI supercomputer, Kronos, considers humans the biggest threat to Earth. A century later, few humans are left. Calia seeks the last human stronghold as does Kronos.",English,0.0,533.0,4176.0,2017-12-31,10.0,75.0,N/A,tt7312940,3.9,12471.0,0.0,0.67
644,"Love, Sweat and Tears",N/A,Documentary,0.0,2017-04-07,2017-05-04,Kino Lorber,Scott Jacobs,N/A,"Joan Rivers, Michael Beckwith, Shannon Brunson-Killian, Janet L. Burns","Dr. Pamela Dee is on a mission to ""Save The Menopausal Vaginas of America!"" Her goal is to de-stigmatize Menopause and start the ""Menopause Romance Revolution.""",English,0.0,512.0,512.0,2017-12-31,1.0,2.0,N/A,tt4138020,8.2,13.0,0.0,0.67
645,Santoalla,N/A,"Documentary, Mystery",83.0,2017-07-19,2017-08-03,Oscilloscope,"Andrew Becker, Daniel Mehrer",N/A,"Carlos Rodríguez, Jovita Rodríguez, Julio Rodríguez, Manolo Rodríguez","A Dutch couple, Martin and Margo Verfondern, move to a remote Spanish village of Santoalla to start a new life. There is conflict with the Spanish residents, resulting in the disappearance of Martin.","English, Gallegan",0.0,489.0,2684.0,2017-12-05,1.0,1.0,4 wins & 3 nominations.,tt5816712,6.6,199.0,68.0,0.85
646,Kills on Wheels2016 Re-release,,,0.0,2017-10-20,2017-11-23,Kino Lorber,,,,,,,380.0,15668.0,,1.0,1.0,,,,,,0.67
647,Speed Sisters,N/A,"Documentary, Adventure, Drama",78.0,2017-01-27,2017-02-16,First Run,Amber Fares,N/A,N/A,The Speed Sisters are the first all-women race car driving team in the Middle East. They're bold. They're fearless. And they're tearing up tracks all over Palestine.,Arabic,2753.0,370.0,738.0,2017-02-10,1.0,2.0,3 wins & 4 nominations.,tt4154728,7.1,158.0,65.0,0.92
648,2:22,PG-13,Thriller,98.0,2017-06-30,2017-07-06,Magnolia Pictures,Paul Currie,"Todd Stein (story by), Todd Stein (screenplay by), Nathan Parker (screenplay by)","Michiel Huisman, Teresa Palmer, Sam Reid, John Waters","A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",English,0.0,294.0,422.0,2017-06-30,3.0,3.0,1 win & 1 nomination.,tt1131724,5.8,17114.0,0.0,0.22
649,Red Christmas,Not Rated,"Horror, Thriller",82.0,2017-08-25,2017-10-19,Artsploitation Films,Craig Anderson,Craig Anderson,"Dee Wallace, Geoff Morrell, David Collins, Janis McGavin",A mother must protect her family on Christmas Day from a demented stranger who is hell-bent on tearing them apart.,English,1927.0,280.0,1650.0,2017-10-17,1.0,3.0,2 nominations.,tt5120400,4.3,1549.0,52.0,0.47
650,The Ghoul,Not Rated,"Action, Drama, Horror, Mystery, Romance",77.0,2017-08-04,2017-08-31,Arrow Films,T. Hayes Hunter,"Rupert Downing (adaptation), Leonard Hines (play), Frank King (play), Roland Pertwee, John Hastings Turner","Boris Karloff, Cedric Hardwicke, Ernest Thesiger, Dorothy Hyson",An Egyptologist returns from the dead to take revenge on those who have violated his tomb.,English,0.0,249.0,2032.0,2003-08-26,1.0,4.0,1 win.,tt0024055,5.9,2056.0,0.0,0.67
651,Bad Lucky Goat,N/A,"Comedy, Drama",76.0,2017-10-13,2017-01-18,Film Movement,Samir Oliveros,N/A,"Jean Bush, Kiara Howard, Ambrosio Huffington, Honlenny Huffington","After accidentally killing a bearded goat with their father's truck, two incompatible siblings in their teenage years, embark on a journey of reconciliation.",Creole,3350.0,170.0,4987.0,2017-12-31,3.0,4.0,1 win & 1 nomination.,tt6094944,7.0,179.0,0.0,0.67
652,The Levelling,R,Drama,83.0,2017-03-24,2017-05-07,Monterey Media,Hope Dickson Leach,Hope Dickson Leach,"Ellie Kendrick, David Troughton, Jack Holden, Joe Blakemore","Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ...",English,0.0,160.0,2397.0,2017-12-31,1.0,4.0,1 win & 6 nominations.,tt5158522,6.4,2185.0,81.0,0.67
653,Detour,Not Rated,"Crime, Drama, Film-Noir",68.0,2017-01-20,2017-01-26,Magnolia Pictures,Edgar G. Ulmer,"Martin Goldsmith (screenplay), Martin Goldsmith (original story)","Tom Neal, Ann Savage, Claudia Drake, Edmund MacDonald",Chance events trap hitch-hiker Al Roberts in a tightening net of film noir trouble.,English,0.0,145.0,1788.0,2000-09-26,5.0,5.0,1 win.,tt0037638,7.4,13153.0,0.0,0.63
654,They Call Us Monsters,Not Rated,Documentary,82.0,2017-01-09,2017-02-16,Matson Films,Ben Lear,N/A,"Allegra Acosta, Joel Anderson, Richard Bloom, Scott Budnick",Legislators debate legislation that allows for adult charges for juvenile offenders.,English,0.0,0.0,103.0,2017-12-31,0.0,8.0,N/A,tt5730882,7.1,477.0,65.0,0.82
655,Rumble: The Indians Who Rocked the World,N/A,"Documentary, Music",103.0,2017-05-18,2017-12-07,Kino Lorber,"Catherine Bainbridge, Alfonso Maiorana(co-director)","Catherine Bainbridge, Alfonso Maiorana","Apl.de.Ap, Dan Auerbach, Lisa Michelle Axelrod, Scott Barretta",RUMBLE: The Indians Who Rocked the World is a feature documentary about the role of Native Americans in popular music history.,English,222370.0,0.0,226006.0,2017-10-24,0.0,22.0,8 wins & 5 nominations.,tt6333080,7.8,474.0,73.0,0.67
656,Black Butler: Book of the Atlantic,TV-MA,Animation,101.0,2017-06-12,2017-06-15,FUNimation Entertainment,"Noriyuki Abe, Stephen Hoff(co-director)","Yana Toboso (manga), Hiroyuki Yoshino (screenplay)","Bryn Apprill, Dawn Michelle Bennett, Justin Briner, Jessica Cavanagh","A young lord and his demon butler board a luxury cruise ship to investigate claims of the dead being returned to life, and are faced with various complications.",Japanese,0.0,0.0,248286.0,2017-12-31,0.0,187.0,N/A,tt5476944,7.7,584.0,0.0,0.67
657,The Fortress,Not Rated,"Action, Drama, History, War",140.0,2017-10-06,2017-11-05,CJ Entertainment,Dong-hyuk Hwang,"Kim Hoon (novel), Dong-hyuk Hwang","Byung-Hun Lee, Yoon-seok Kim, Hae-il Park, Soo Go","In 1636, King Injo hides in the mountains to avoid being part of the Qing dynasty.",Korean,0.0,0.0,252895.0,2017-12-31,0.0,27.0,6 wins.,tt7160176,6.8,1196.0,0.0,0.57
658,Disney Junior HalloVeen Party!,,,0.0,2017-10-21,2017-10-26,Fathom Events,,,,,,,0.0,359745.0,,0.0,396.0,,,,,,0.67
659,Boston,Not Rated,Documentary,114.0,2017-04-19,2017-05-09,Fathom Events,Jon Dunham,N/A,"Matt Damon, Robert de Castella, Manzie Jones, Rosa Mota","The history of the Boston Marathon from its humble origins starting with only 15 runners, to the first female runners, through the tragedy in 2013, and ultimately the triumph of 2014.",English,0.0,0.0,364369.0,2017-12-05,0.0,481.0,1 nomination.,tt6654082,7.4,86.0,0.0,1.0
660,I'll Push You,N/A,"Documentary, Adventure, Drama",100.0,2017-11-02,2017-11-02,Fathom Events,"Chris Karcher, Terry Parish","Chris Karcher (story), Terry Parish (story)","Patrick Gray, Justin Skeesuck, Ted Hardy, Michael Turner",It all started with three little words. I'll Push You is an up-close and personal look into the dynamics of a life-long friendship between of two best friends - Justin Skeesuck and Patrick ...,English,0.0,0.0,378899.0,2017-12-31,0.0,557.0,2 wins.,tt6093162,8.5,44.0,0.0,0.67
661,Samurai Cop,Unrated,"Action, Crime, Thriller",96.0,2017-04-13,2017-04-20,Fathom Events,Amir Shervan,Amir Shervan,"Robert Z'Dar, Mathew Karedas, Janis Farley, Mark Frazer","Joe Marshall and Frank Washington are two tenacious police detectives who seek at all costs to stop the Katana, a renegade Yakuza gang composed of violent and sadistic killers who want to lead the drug trade in Los Angeles.",English,0.0,0.0,384756.0,2004-05-11,0.0,705.0,N/A,tt0130236,4.6,5941.0,0.0,0.67
